locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b2253,arnB,0,2365910,2367067,1,2424,0.0853307766059444,1158,89,UDP-4-amino-4-deoxy-L-arabinose aminotransferase
b2254,arnC,0,2367071,2368039,1,1311,0.0584192439862543,969,51,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
b2255,arnA,0,2368039,2370021,1,2218,0.0487394957983193,1983,87,fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase
b2256,arnD,0,2370018,2370908,1,1981,0.0723192019950125,891,58,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
b2257,arnT,0,2370908,2372560,1,2795,0.0463709677419355,1653,69,lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase
b4544,arnE,0,2372557,2372892,1,510,0.0561056105610561,336,17,undecaprenyl-phosphate-alpha-L-Ara4N flippase -ArnE subunit
b2258,arnF,0,2372892,2373278,1,673,0.0744985673352436,387,26,undecaprenyl-phosphate-alpha-L-Ara4N flippase -ArnF subunit
b2259,pmrD,0,2373272,2373538,-1,294,0.0705394190871369,267,17,signal transduction protein PmrD
b2260,menE,0,2373648,2375003,-1,1799,0.0425880425880426,1356,52,o-succinylbenzoate--CoA ligase
b2261,menC,0,2375000,2375962,-1,1158,0.0426758938869665,963,37,o-succinylbenzoate synthase
b2262,menB,0,2375962,2376819,-1,1017,0.0336351875808538,858,26,1,4-dihydroxy-2-naphthoyl-CoA synthase
b2263,menH,0,2376834,2377592,-1,1139,0.0423976608187134,759,29,2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase
b2264,menD,0,2377589,2379259,-1,2276,0.0392287234042553,1671,59,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
b2265,menF,0,2379348,2380643,-1,1512,0.0445586975149957,1296,52,isochorismate synthase MenF
b2266,elaB,0,2380722,2381027,-1,558,0.072463768115942,306,20,tail-anchored inner membrane protein ElaB
b2267,elaA,0,2381082,2381543,-1,698,0.0673076923076923,462,28,putative N-acetyltransferase ElaA
b2268,rbn,0,2381608,2382525,1,1472,0.0665054413542926,918,55,ribonuclease BN
b2269,elaD,0,2382713,2383924,1,156,0.00824931255728689,1212,9,protease ElaD
b2270,yfbK,0,2383995,2385722,-1,2618,0.0655526992287918,1728,102,IPR002035/DUF3520 domain-containing protein YfbK
b2271,yfbL,0,2385860,2386831,1,267,0.024,972,21,putative peptidase YfbL
b2272,yfbM,0,2386934,2387437,1,334,0.066079295154185,504,30,DUF1877 domain-containing protein YfbM
b2273,yfbN,0,2387710,2388426,-1,4,0.00154798761609907,717,1,uncharacterized protein YfbN
b2274,yfbO,0,2388635,2389057,1,431,0.0656167979002625,423,25,uncharacterized protein YfbO
b2275,yfbP,0,2389116,2389964,1,1742,0.104575163398693,849,80,uncharacterized protein YfbP
b2276,nuoN,0,2390048,2391505,-1,675,0.0434120335110434,1458,57,NADH:quinone oxidoreductase subunit N
b2277,nuoM,0,2391512,2393041,-1,686,0.0457516339869281,1530,63,NADH:quinone oxidoreductase subunit M
b2278,nuoL,0,2393205,2395046,-1,1406,0.0645355850422195,1842,107,NADH:quinone oxidoreductase subunit L
b2279,nuoK,0,2395043,2395345,-1,221,0.043956043956044,303,12,NADH:quinone oxidoreductase subunit K
b2280,nuoJ,0,2395342,2395896,-1,552,0.082,555,41,NADH:quinone oxidoreductase subunit J
b2281,nuoI,0,2395908,2396450,-1,399,0.0470347648261759,543,23,NADH:quinone oxidoreductase subunit I
b2282,nuoH,0,2396465,2397442,-1,590,0.039727582292849,978,35,NADH:quinone oxidoreductase subunit H
b2283,nuoG,0,2397439,2400165,-1,2536,0.0582484725050917,2727,143,NADH:quinone oxidoreductase subunit G
b2284,nuoF,0,2400218,2401555,-1,792,0.0481327800829876,1338,58,NADH:quinone oxidoreductase subunit F
b2285,nuoE,0,2401552,2402052,-1,486,0.0776053215077605,501,35,NADH:quinone oxidoreductase subunit E
b2286,nuoC,0,2402055,2403845,-1,1489,0.0601736972704715,1791,97,NADH:quinone oxidoreductase subunit CD
b2287,nuoB,0,2403951,2404613,-1,786,0.0720268006700168,663,43,NADH:quinone oxidoreductase subunit B
b2288,nuoA,0,2404629,2405072,-1,431,0.0625,444,25,NADH:quinone oxidoreductase subunit A
b2289,lrhA,0,2405703,2406641,-1,6041,0.1725768321513,939,146,DNA-binding transcriptional dual regulator LrhA
b2290,alaA,0,2407561,2408778,1,3649,0.128532360984503,1218,141,glutamate--pyruvate aminotransferase AlaA
b2291,yfbR,0,2408862,2409461,1,1629,0.062962962962963,600,34,dCMP phosphohydrolase
b2292,yfbS,0,2409520,2411352,-1,4644,0.0775757575757576,1833,128,putative transporter YfbS
b2293,hxpA,0,2411439,2412089,-1,849,0.0563139931740614,651,33,hexitol phosphatase A
b2294,yfbU,0,2412100,2412594,-1,1372,0.109865470852018,495,49,UPF0304 family protein YfbU
b2295,yfbV,0,2412677,2413132,-1,1168,0.0875912408759124,456,36,UPF0208 membrane protein YfbV
b2296,ackA,0,2413470,2414672,1,783,0.0674053554939981,1203,73,acetate kinase
b2297,pta,0,2414747,2416891,1,1817,0.0693940963231486,2145,134,phosphate acetyltransferase
b2298,yfcC,0,2417081,2418601,1,3689,0.0810810810810811,1521,111,putative transporter YfcC
b2299,yfcD,0,2418634,2419176,-1,1907,0.128834355828221,543,63,putative Nudix hydrolase YfcD
b2300,yfcE,0,2419234,2419788,-1,1419,0.084,555,42,phosphodiesterase YfcE
b2301,yfcF,0,2419841,2420485,-1,960,0.0636833046471601,645,37,glutathione S-transferase YfcF
b2302,yfcG,0,2420621,2421268,1,1755,0.104452054794521,648,61,disulfide reductase
b2303,folX,0,2421325,2421687,1,1962,0.174311926605505,363,57,dihydroneopterin triphosphate 2'-epimerase
b2304,yfcH,0,2421708,2422601,1,1760,0.0770186335403727,894,62,putative NAD-dependent epimerase YfcH
b2305,rpnB,0,2422649,2423539,-1,1625,0.104738154613466,891,84,recombination-promoting nuclease RpnB
b2306,hisP,0,2423736,2424509,-1,1974,0.119081779053085,774,83,lysine/arginine/ornithine ABC transporter/histidine ABC transporter, ATP binding subunit
b2307,hisM,0,2424517,2425233,-1,2335,0.123839009287926,717,80,lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisM
b2308,hisQ,0,2425230,2425916,-1,1410,0.0662358642972536,687,41,lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisQ
b2309,hisJ,0,2426006,2426788,-1,1342,0.0524822695035461,783,37,histidine ABC transporter periplasmic binding protein
b2310,argT,0,2427009,2427791,-1,1858,0.0780141843971631,783,55,lysine/arginine/ornithine ABC transporter periplasmic binding protein
b2311,ubiX,0,2428057,2428626,-1,31,0.0155945419103314,570,8,flavin prenyltransferase
b2312,purF,0,2428721,2430238,-1,1284,0.0490124359912217,1518,67,amidophosphoribosyltransferase
b2313,cvpA,0,2430275,2430763,-1,833,0.0634920634920635,489,28,colicin V production protein
b2314,dedD,0,2431022,2431684,-1,1214,0.0603015075376884,663,36,cell division protein DedD
b2315,folC,0,2431674,2432942,-1,0,0,1269,0,bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase
b2316,accD,0,2433012,2433926,-1,45,0.00121359223300971,915,1,acetyl-CoA carboxyltransferase subunit beta
b2317,dedA,0,2434082,2434741,-1,1747,0.0572390572390572,660,34,DedA family protein DedA
b2318,truA,0,2434824,2435636,-1,917,0.0915300546448087,813,67,tRNA pseudouridine(38-40) synthase
b2319,usg,0,2435636,2436649,-1,649,0.0492880613362541,1014,45,putative semialdehyde dehydrogenase Usg
b2320,pdxB,0,2436715,2437851,-1,2078,0.0634765625,1137,65,erythronate-4-phosphate dehydrogenase
b2321,flk,0,2437950,2438945,1,1345,0.0657748049052397,996,59,putative flagella assembly protein
b2322,yfcJ,0,2438942,2440120,-1,3542,0.0903954802259887,1179,96,putative transporter YfcJ
b2323,fabB,0,2440385,2441605,-1,0,0,1221,0,3-oxoacyl-[acyl carrier protein] synthase 1
b2324,mnmC,0,2441764,2443770,1,3976,0.0708356391809629,2007,128,fused 5-methylaminomethyl-2-thiouridine-forming methyltransferase and FAD-dependent demodification enzyme
b2325,yfcL,0,2443891,2444169,-1,795,0.0992063492063492,279,25,PF08891 family protein YfcL
b2326,epmC,0,2444203,2444751,-1,1243,0.0828282828282828,549,41,EF-P-Lys34 hydroxylase
b2327,yfcA,0,2444751,2445560,-1,1178,0.0548696844993141,810,40,putative transporter YfcA
b2328,mepA,0,2445560,2446384,-1,2123,0.0794078061911171,825,59,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase
b2329,aroC,0,2446388,2447473,-1,1339,0.0541922290388548,1086,53,chorismate synthase
b2330,prmB,0,2447508,2448440,-1,688,0.055952380952381,933,47,50S ribosomal subunit protein L3 N(5)-glutamine methyltransferase
b2331,smrB,0,2448606,2449157,1,1520,0.110663983903421,552,55,putative endonuclease SmrB
b2332,yfcO,0,2449228,2450049,-1,7665,0.181081081081081,822,134,DUF2544 domain-containing protein YfcO
b2333,yfcP,0,2450051,2450590,-1,2751,0.189300411522634,540,92,putative fimbrial protein YfcP
b2334,yfcQ,0,2450587,2451075,-1,2043,0.145124716553288,489,64,putative fimbrial protein YfcQ
b2335,yfcR,0,2451072,2451584,-1,1944,0.127705627705628,513,59,putative fimbrial protein YfcR
b2336,yfcS,0,2451584,2452336,-1,1849,0.0855457227138643,753,58,putative fimbrial chaperone YfcS
b4661,yfcU,0,2452356,2455001,-1,6924,0.0936188077246012,2646,223,pseudogene
b2339,yfcV,0,2455083,2455646,-1,1146,0.0984251968503937,564,50,putative fimbrial protein YfcV
b2340,sixA,0,2456327,2456812,-1,646,0.0776255707762557,486,34,phosphohistidine phosphatase SixA
b2341,fadJ,0,2457015,2459159,-1,3392,0.0595546349041947,2145,115,3-hydroxyacyl-CoA dehydrogenase FadJ
b2342,fadI,0,2459159,2460469,-1,2634,0.061864406779661,1311,73,3-ketoacyl-CoA thiolase FadI
b2343,yfcZ,0,2460650,2460934,-1,840,0.0856031128404669,285,22,DUF406 domain-containing protein YfcZ
b2344,fadL,0,2461306,2462646,1,5681,0.113504556752278,1341,137,long-chain fatty acid outer membrane channel/bacteriophage T2 receptor
b2345,yfdF,0,2463012,2464070,1,271,0.0115303983228512,1059,11,protein YfdF
b2346,mlaA,0,2464252,2465007,-1,3724,0.185022026431718,756,126,intermembrane phospholipid transport system -outer membrane lipoprotein MlaA
b2347,yfdC,0,2465301,2466233,1,2497,0.136904761904762,933,115,inner membrane protein YfdC
b2348,argW,0,2466309,2466383,1,7,0.0147058823529412,75,1,
b2349,intS,0,2466545,2467702,1,2824,0.0882070949185043,1158,92,CPS-53 (KpLE1) prophage; prophage CPS-53 integrase
b2350,yfdG,0,2467855,2468217,1,2948,0.18348623853211,363,60,CPS-53 (KpLE1) prophage; putative bactoprenol-linked glucose translocase
b2351,yfdH,0,2468214,2469134,1,21622,0.20627261761158,921,171,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase
b2352,yfdI,0,2469131,2470462,1,289,0.0141784820683903,1332,17,CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI
b4780,yodE,0,2470497,2470643,-1,2022,0.308270676691729,147,41,protein YodE
b2353,tfaS,0,2470803,2471105,1,3093,0.336996336996337,303,92,pseudogene
b2354,yfdK,0,2471077,2471517,-1,656,0.0755667506297229,441,30,CPS-53 (KpLE1) prophage; putative tail fiber assembly protein YfdK
b2355,yfdL,0,2471544,2472062,-1,1558,0.136752136752137,519,64,pseudogene
b2356,yfdM,0,2472112,2472387,-1,564,0.100401606425703,276,25,CPS-53 (KpLE1) prophage; putative methyltransferase YfdM
b2357,yfdN,0,2472387,2472881,-1,741,0.0538116591928251,495,24,CPS-53 (KpLE1) prophage; uncharacterized protein YfdN
b2358,yfdO,0,2472878,2473246,-1,1132,0.102102102102102,369,34,CPS-53 (KpLE1) prophage; protein YdfO
b2359,yfdP,0,2473604,2473966,1,1156,0.137614678899083,363,45,CPS-53 (KpLE1) prophage; uncharacterized protein YfdP
b2360,yfdQ,0,2474032,2474856,1,1044,0.0699865410497981,825,52,CPS-53 (KpLE1) prophage; DUF2303 domain-containing protein YfdQ
b2361,yfdR,0,2474984,2475520,1,5495,0.266528925619835,537,129,CPS-53 (KpLE1) prophage; 5'-deoxynucleotidase
b2362,yfdS,0,2475511,2475873,1,1906,0.207951070336391,363,68,CPS-53 (KpLE1) prophage; protein YfdS
b2363,yfdT,0,2475873,2476178,1,2656,0.242753623188406,306,67,CPS-53 (KpLE1) prophage; protein YfdT
b4545,ypdJ,0,2476094,2476234,1,1428,0.267716535433071,141,34,CPS-53 (KpLE1) prophage; putative uncharacterized protein YpdJ
b4501,torI,0,2476310,2476510,1,739,0.149171270718232,201,27,CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor
b4643,pawZ,0,2476584,2476598,1,145,0.428571428571429,15,6,pseudogene
b2364,dsdC,0,2476694,2477629,-1,1733,0.0735468564650059,936,62,DNA-binding transcriptional dual regulator DsdC
b2365,dsdX,0,2477847,2479184,1,4258,0.116182572614108,1338,140,D-serine transporter
b2366,dsdA,0,2479202,2480530,1,2189,0.0827067669172932,1329,99,D-serine ammonia-lyase
b2367,emrY,0,2480638,2482176,-1,472,0.0281385281385281,1539,39,tripartite efflux pump membrane subunit EmrY
b2368,emrK,0,2482176,2483339,-1,1739,0.0572519083969466,1164,60,tripartite efflux pump membrane fusion protein EmrK
b4781,evgL,0,2483729,2483758,1,16,0.037037037037037,30,1,protein EvgL
b2369,evgA,0,2483755,2484369,1,1876,0.113718411552347,615,63,DNA-binding transcriptional activator EvgA
b2370,evgS,0,2484374,2487967,1,2950,0.0510046367851623,3594,165,sensor histidine kinase EvgS
b2371,yfdE,0,2488023,2489168,-1,1436,0.0862403100775194,1146,89,acetyl-CoA:oxalate CoA-transferase
b2372,yfdV,0,2489242,2490186,-1,577,0.0493537015276146,945,42,putative transport protein YfdV
b2373,oxc,0,2490256,2491950,-1,3483,0.102883355176933,1695,157,oxalyl-CoA decarboxylase
b2374,frc,0,2492004,2493254,-1,2547,0.116341030195382,1251,131,formyl-CoA transferase
b2375,yfdX,0,2493767,2494402,-1,508,0.0541012216404887,636,31,protein YfdX
b2376,ypdI,0,2494698,2494973,1,1284,0.140562248995984,276,35,colanic acid synthesis putative lipoprotein YpdI
b2377,yfdY,0,2495050,2495292,-1,705,0.118721461187215,243,26,DUF2545 domain-containing protein YfdY
b2378,lpxP,0,2495645,2496565,1,1772,0.0759951749095295,921,63,palmitoleoyl acyltransferase
b4680,ypdK,0,2496921,2496992,1,0,0,72,0,putative membrane protein YpdK
b2379,alaC,0,2497057,2498295,-1,2424,0.0681003584229391,1239,76,glutamate--pyruvate aminotransferase AlaC
b2380,pyrS,0,2498671,2500368,1,3216,0.0680183126226292,1698,104,sensor histidine kinase PyrS
b2381,pyrR,0,2500383,2501117,1,946,0.054380664652568,735,36,DNA-binding transcriptional activator PyrR
b2382,ypdC,0,2501130,2501987,1,1424,0.0491591203104787,858,38,putative AraC-type DNA-binding transcriptional regulator YpdC
b2383,fryA,0,2501990,2504485,-1,3514,0.0489541611036938,2496,110,putative PTS multiphosphoryl transfer protein FryA
b2384,ypdE,0,2504510,2505547,-1,2003,0.0524064171122995,1038,49,aminopeptidase YpdE
b2385,ypdF,0,2505547,2506632,-1,1695,0.0582822085889571,1086,57,aminopeptidase YpdF
b2386,fryC,0,2506647,2507894,-1,1988,0.0560498220640569,1248,63,putative PTS enzyme IIC component FryC
b2387,fryB,0,2507916,2508242,-1,1016,0.0745762711864407,327,22,putative PTS enzyme IIB component FryB
b2388,glk,0,2508461,2509426,-1,2893,0.0977011494252874,966,85,glucokinase
b2389,yfeO,0,2509630,2510886,1,2584,0.0759717314487632,1257,86,putative transport protein YfeO
b2390,ypeC,0,2511001,2511327,1,692,0.0644067796610169,327,19,DUF2502 domain-containing protein YpeC
b2392,mntH,0,2511468,2512706,-1,2232,0.0761648745519713,1239,85,Mn(2(+))/Fe(2(+)): H(+) symporter MntH
b2393,nupC,0,2513042,2514244,1,2870,0.0710987996306556,1203,77,nucleoside:H(+) symporter NupC
b2394,insL3,0,2514331,2515443,1,2802,0.178642714570858,1113,179,putative IS186/IS421 transposase
b2395,pdeA,0,2515643,2517832,-1,3896,0.0796549974632166,2190,157,putative c-di-GMP phosphodiesterase PdeA
b2396,alaX,0,2518041,2518116,-1,130,0.0434782608695652,76,3,
b2397,alaW,0,2518156,2518231,-1,4,0.0434782608695652,76,3,
b2398,yfeC,0,2518467,2518811,1,867,0.0932475884244373,345,29,putative DNA-binding transcriptional regulator YfeC
b2399,yfeD,0,2518813,2519205,1,1561,0.144067796610169,393,51,putative DNA-binding transcriptional regulator YfeD
b2400,gltX,0,2519257,2520672,-1,0,0,1416,0,glutamate--tRNA ligase
b2401,valU,0,2520931,2521006,1,19,0.0434782608695652,76,3,
b2402,valX,0,2521051,2521126,1,20,0.0434782608695652,76,3,
b2403,valY,0,2521173,2521248,1,13,0.0289855072463768,76,2,
b2404,lysV,0,2521253,2521328,1,101,0.115942028985507,76,8,
b2405,xapR,0,2521593,2522477,-1,2084,0.0915934755332497,885,73,DNA-binding transcriptional activator XapR
b2406,xapB,0,2522729,2523985,-1,3119,0.11660777385159,1257,132,xanthosine:H(+) symporter XapB
b2407,xapA,0,2524045,2524878,-1,1848,0.0918774966711052,834,69,xanthosine phosphorylase
b2408,yfeN,0,2525127,2525891,1,4960,0.190130624092888,765,131,putative outer membrane porin YfeN
b2409,yfeR,0,2525930,2526856,-1,1809,0.0706586826347305,927,59,putative LysR-type DNA-binding transcriptional regulator YfeR
b2410,yfeH,0,2526946,2527944,1,2930,0.0744444444444444,999,67,putative solute:Na(+) symporter
b4546,ypeB,0,2527941,2528159,-1,318,0.0757575757575758,219,15,PF12843 family protein YpeB
b2411,ligA,0,2528161,2530176,-1,14,0.00110192837465565,2016,2,DNA ligase
b2412,zipA,0,2530247,2531233,-1,0,0,987,0,cell division protein ZipA
b2413,cysZ,0,2531463,2532224,1,1865,0.0728862973760933,762,50,sulfate:H(+) symporter
b2414,cysK,0,2532409,2533380,1,2319,0.0811428571428571,972,71,cysteine synthase A
b2415,ptsH,0,2533764,2534021,1,198,0.0772532188841202,258,18,phosphocarrier protein HPr
b2416,ptsI,0,2534066,2535793,1,245,0.0263496143958869,1728,41,PTS enzyme I
b2417,crr,0,2535834,2536343,1,269,0.0479302832244009,510,22,Enzyme IIA(Glc)
b2418,pdxK,0,2536386,2537237,-1,1589,0.0795306388526728,852,61,pyridoxal kinase I
b2419,yfeK,0,2537342,2537716,1,1526,0.124260355029586,375,42,DUF5329 domain-containing protein YfeK
b2420,yfeS,0,2537749,2538483,1,1634,0.0996978851963746,735,66,PF05406 family protein YfeS
b2421,cysM,0,2538672,2539583,-1,379,0.02557856272838,912,21,cysteine synthase B
b2422,cysA,0,2539717,2540814,-1,1698,0.057633973710819,1098,57,sulfate/thiosulfate ABC transporter ATP binding subunit
b2423,cysW,0,2540804,2541679,-1,1248,0.0481622306717364,876,38,sulfate/thiosulfate ABC transporter inner membrane subunit CysW
b2424,cysU,0,2541679,2542512,-1,1444,0.0545938748335553,834,41,sulfate/thiosulfate ABC transporter inner membrane subunit CysU
b2425,cysP,0,2542512,2543528,-1,2018,0.0807860262008734,1017,74,thiosulfate/sulfate ABC transporter periplasmic binding protein CysP
b2426,ucpA,0,2543832,2544623,-1,1051,0.0561009817671809,792,40,oxidoreductase UcpA
b2427,murR,0,2544752,2545609,-1,1516,0.0569210866752911,858,44,DNA-binding transcriptional dual regulator MurR
b2428,murQ,0,2545773,2546669,1,1484,0.0507425742574257,897,41,N-acetylmuramic acid 6-phosphate etherase
b2429,murP,0,2546673,2548097,1,3004,0.063912704598597,1425,82,N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter
b2430,yfeW,0,2548102,2549406,1,2990,0.0765957446808511,1305,90,penicillin binding protein 4B
b2431,yfeX,0,2549646,2550545,-1,1502,0.0641975308641975,900,52,porphyrinogen peroxidase
b2432,yfeY,0,2550641,2551216,-1,1634,0.0982658959537572,576,51,DUF1131 domain-containing lipoprotein YfeY
b2433,yfeZ,0,2551277,2551726,-1,984,0.0987654320987654,450,40,putative inner membrane protein
b2434,ypeA,0,2551713,2552138,-1,893,0.0572916666666667,426,22,putative acetyltransferase YpeA
b2435,amiA,0,2552352,2553221,1,1278,0.0459770114942529,870,36,N-acetylmuramoyl-L-alanine amidase A
b2436,hemF,0,2553225,2554124,1,1685,0.0555555555555556,900,45,coproporphyrinogen III oxidase
b2437,eutR,0,2554130,2555182,-1,1859,0.0580168776371308,1053,55,putative AraC-type transcriptional regulator EutR
b2438,eutK,0,2555228,2555728,-1,478,0.0288248337028825,501,13,putative structural protein, ethanolamine utilization microcompartment
b2439,eutL,0,2555741,2556400,-1,1905,0.0656565656565657,660,39,putative structural protein, ethanolamine utilization microcompartment
b2440,eutC,0,2556410,2557297,-1,1329,0.0525,888,42,ethanolamine ammonia-lyase subunit beta
b2441,eutB,0,2557318,2558679,-1,2309,0.0562805872756933,1362,69,ethanolamine ammonia-lyase subunit alpha
b2442,intZ,0,2558858,2560066,1,2196,0.0606060606060606,1209,66,CPZ-55 prophage; putative phage integrase IntZ
b2443,yffL,0,2560257,2560898,1,1095,0.0709342560553633,642,41,CPZ-55 prophage; uncharacterized protein YffL
b2444,yffM,0,2561368,2561613,1,303,0.0405405405405405,246,9,CPZ-55 prophage; uncharacterized protein YffM
b2445,yffN,0,2561625,2561993,1,734,0.0540540540540541,369,18,CPZ-55 prophage; uncharacterized protein YffN
b2446,yffO,0,2562111,2562527,1,345,0.0425531914893617,417,16,CPZ-55 prophage; uncharacterized protein YffO
b2447,yffP,0,2562524,2563117,1,1009,0.0560747663551402,594,30,CPZ-55 prophage; uncharacterized protein YffP
b2448,yffQ,0,2563592,2563969,1,933,0.0703812316715543,378,24,CPZ-55 prophage; uncharacterized protein YffQ
b2449,yffR,0,2563980,2564372,1,911,0.0621468926553672,393,22,CPZ-55 prophage; uncharacterized protein YffR
b2450,yffS,0,2564523,2565332,1,429,0.0150891632373114,810,11,CPZ-55 prophage; uncharacterized protein YffS
b2451,eutA,0,2565481,2566884,-1,1747,0.0474683544303797,1404,60,ethanolamine ammonia-lyase reactivase EutA
b2452,eutH,0,2566881,2568107,-1,1442,0.0389140271493213,1227,43,putative ethanolamine permease EutH
b2453,eutG,0,2568324,2569511,-1,2150,0.0635514018691589,1188,68,putative alcohol dehydrogenase EutG
b2454,eutJ,0,2569501,2570337,-1,1687,0.0583554376657825,837,44,putative ethanolamine utilization chaperonin EutJ
b2455,eutE,0,2570348,2571751,-1,1660,0.0427215189873418,1404,54,acetaldehyde dehydrogenase (acetylating) EutE
b2456,eutN,0,2571763,2572050,-1,523,0.0461538461538462,288,12,putative ethanolamine catabolic microcompartment shell protein EutN
b2457,eutM,0,2572157,2572450,-1,882,0.109433962264151,294,29,putative ethanolamine catabolic microcompartment shell protein EutM
b2458,eutD,0,2572489,2573505,-1,2081,0.0534934497816594,1017,49,phosphate acetyltransferase EutD
b2459,eutT,0,2573502,2574305,-1,1371,0.0497237569060773,804,36,putative ethanolamine utilization cobalamin adenosyltransferase
b2460,eutQ,0,2574302,2575003,-1,521,0.0253164556962025,702,16,putative ethanolamine utilization acetate kinase EutQ
b2461,eutP,0,2574978,2575457,-1,2149,0.115740740740741,480,50,putative ethanolamine utilization acetate kinase EutP
b2462,eutS,0,2575470,2575805,-1,579,0.105610561056106,336,32,putative ethanolamine catabolic microcompartment shell protein EutS
b2463,maeB,0,2576098,2578377,-1,2163,0.0360623781676413,2280,74,NADP(+)-dependent malate dehydrogenase
b2464,talA,0,2578666,2579616,1,1806,0.0619158878504673,951,53,transaldolase A
b2465,tktB,0,2579636,2581639,1,4024,0.0598669623059867,2004,108,transketolase 2
b2466,ypfG,0,2581734,2582777,-1,1614,0.0531914893617021,1044,50,DUF1176 domain-containing protein YpfG
b2467,nudK,0,2582903,2583478,-1,1048,0.0616570327552987,576,32,GDP-mannose hydrolase
b2468,aegA,0,2583546,2585525,-1,3998,0.0673400673400673,1980,120,putative oxidoreductase AegA
b2469,narQ,0,2585731,2587431,1,3210,0.0672762900065317,1701,103,sensory histidine kinase NarQ
b2470,acrD,0,2587595,2590708,1,5475,0.065643952907599,3114,184,multidrug efflux pump RND permease AcrD
b4606,ypfM,0,2590807,2590866,-1,160,0.148148148148148,60,8,uncharacterized protein YpfM
b2471,yffB,0,2591247,2591603,1,1346,0.127329192546584,357,41,putative reductase YffB
b2472,dapE,0,2591607,2592734,1,29,0.00295275590551181,1128,3,succinyl-diaminopimelate desuccinylase
b4547,ypfN,0,2592762,2592962,1,329,0.0497237569060773,201,9,UPF0370 protein YpfN
b2473,ypfH,0,2593072,2593770,-1,1061,0.0619047619047619,699,39,esterase YpfH
b2474,tmcA,0,2593844,2595859,-1,3716,0.0600550964187328,2016,109,tRNA(Met) cytidine acetyltransferase
b2475,ypfJ,0,2595874,2596737,-1,2172,0.083547557840617,864,65,uncharacterized protein YpfJ
b2476,purC,0,2596905,2597618,-1,728,0.0653188180404355,714,42,phosphoribosylaminoimidazole-succinocarboxamide synthase
b2477,bamC,0,2597831,2598865,-1,3174,0.0793991416309013,1035,74,outer membrane protein assembly factor BamC
b2478,dapA,0,2598882,2599760,-1,0,0,879,0,4-hydroxy-tetrahydrodipicolinate synthase
b2479,gcvR,0,2599906,2600478,1,1070,0.106589147286822,573,55,putative transcriptional regulator GcvR
b2480,bcp,0,2600478,2600948,1,1499,0.0778301886792453,471,33,thiol peroxidase
b2481,hyfA,0,2601201,2601818,1,2102,0.0969479353680431,618,54,hydrogenase 4 component A
b2482,hyfB,0,2601818,2603836,1,4682,0.070957095709571,2019,129,hydrogenase 4 component B
b2483,hyfC,0,2603847,2604794,1,1310,0.053864168618267,948,46,hydrogenase 4 component C
b2484,hyfD,0,2604811,2606250,1,3274,0.0694444444444444,1440,90,hydrogenase 4 component D
b2485,hyfE,0,2606262,2606912,1,1151,0.068259385665529,651,40,hydrogenase 4 component E
b2486,hyfF,0,2606917,2608497,1,4712,0.0857343640196767,1581,122,hydrogenase 4 component F
b2487,hyfG,0,2608487,2610154,1,3191,0.0679094540612517,1668,102,hydrogenase 4 catalytic subunit HyfG
b2488,hyfH,0,2610164,2610709,1,1428,0.0853658536585366,546,42,hydrogenase 4 component H
b2489,hyfI,0,2610706,2611464,1,1163,0.0423976608187134,759,29,hydrogenase 4 catalytic subunit HyfI
b2490,hyfJ,0,2611457,2611870,1,965,0.0697050938337802,414,26,putative hydrogenase 4 assembly protein
b2491,hyfR,0,2611900,2613912,1,3881,0.0607064017660044,2013,110,DNA-binding transcriptional activator HyfR
b2492,focB,0,2613934,2614782,1,1724,0.0705882352941176,849,54,formate channel FocB
b2493,yfgO,0,2614820,2615881,-1,2068,0.0700836820083682,1062,67,putative transporter YfgO
b2494,bepA,0,2616094,2617557,1,3110,0.0781487101669196,1464,103,beta-barrel assembly-enhancing protease
b2495,yfgD,0,2617578,2617937,1,783,0.0617283950617284,360,20,putative oxidoreductase YfgD
b2496,hda,0,2618075,2618776,-1,0,0,702,0,inibitor of reinitiation of DNA replication
b2497,uraA,0,2618871,2620160,-1,3448,0.104220499569337,1290,121,uracil:H(+) symporter UraA
b2498,upp,0,2620246,2620872,-1,704,0.0654867256637168,627,37,uracil phosphoribosyltransferase
b2499,purM,0,2621197,2622234,1,1468,0.0759358288770054,1038,71,phosphoribosylformylglycinamide cyclo-ligase
