seqid	start	end	strand	gene	locus_tag
CP000031.2	1287408	1287986	+		SPO1225
CP000031.2	1288108	1289454	+		SPO1226
CP000031.2	1289472	1289831	+		SPO1226a
CP000031.2	1290724	1291074	+		SPO1227
CP000031.2	1291061	1291543	+		SPO1228
CP000031.2	1292516	1292875	+		SPO1229
CP000031.2	1292875	1295181	+		SPO1230
CP000031.2	1295430	1296326	+		SPO1231
CP000031.2	1296348	1296695	-		SPO1232
CP000031.2	1297125	1300508	+		SPO1233
CP000031.2	1300860	1301810	+		SPO1234
CP000031.2	1302039	1303835	+		SPO1235
CP000031.2	1303932	1305290	+		SPO1236
CP000031.2	1305532	1306842	-		SPO1237
CP000031.2	1307508	1307581	-		SPO_tRNA-Cys-2
CP000031.2	1307787	1308440	+	pcm-1	SPO1239
CP000031.2	1308539	1309957	+		SPO1240
CP000031.2	1310033	1310962	+		SPO1241
CP000031.2	1310963	1312420	-	cobQ	SPO1242
CP000031.2	1312624	1313163	-		SPO1243
CP000031.2	1313162	1313725	+	efp	SPO1244
CP000031.2	1313797	1314729	-		SPO1245
CP000031.2	1314758	1315492	-		SPO1246
CP000031.2	1315572	1316252	+		SPO1247
CP000031.2	1317571	1319985	+		SPO1249
CP000031.2	1319989	1320546	+		SPO1250
CP000031.2	1320543	1321304	-		SPO1251
CP000031.2	1321424	1321549	-		SPO1252
CP000031.2	1322015	1322359	+		SPO1252a
CP000031.2	1322647	1324605	-	parE	SPO1253
CP000031.2	1324739	1325332	-		SPO1254
CP000031.2	1325381	1326055	+		SPO1255
CP000031.2	1326264	1327298	+	ppk2	SPO1256
CP000031.2	1327301	1327912	-		SPO1257
CP000031.2	1327909	1328808	-		SPO1258
CP000031.2	1328805	1329440	-		SPO1259
CP000031.2	1329563	1330903	+		SPO1260
CP000031.2	1331076	1331618	+		SPO1261
CP000031.2	1331615	1332514	+		SPO1262
CP000031.2	1332652	1333053	-		SPO1263
CP000031.2	1333070	1334272	-	aspC-2	SPO1264
CP000031.2	1334365	1334757	+		SPO1265
CP000031.2	1334754	1335011	+		SPO1266
CP000031.2	1335134	1335586	+		SPO1267
CP000031.2	1335580	1336344	-		SPO1268
CP000031.2	1336341	1337036	-		SPO1269
CP000031.2	1337033	1337461	-		SPO1270
CP000031.2	1337528	1338931	-		SPO1271
CP000031.2	1338937	1340064	-		SPO1272
CP000031.2	1340187	1341095	+	thyX	SPO1273
CP000031.2	1341163	1342056	+		SPO1274
CP000031.2	1342150	1342356	-		SPO1275
CP000031.2	1342576	1342893	+		SPO1276
CP000031.2	1342942	1343310	+		SPO1277
CP000031.2	1343351	1343914	-		SPO1278
CP000031.2	1343889	1344671	-		SPO1279
CP000031.2	1344668	1345546	-		SPO1280
CP000031.2	1345623	1345934	-		SPO1281
CP000031.2	1346147	1348093	-	thrS	SPO1282
CP000031.2	1348252	1348665	-		SPO1283
CP000031.2	1348662	1349405	-		SPO1284
CP000031.2	1349521	1350264	+		SPO1285
CP000031.2	1350264	1351256	+		SPO1286
CP000031.2	1351256	1351684	+		SPO1287
CP000031.2	1351684	1352316	+		SPO1288
CP000031.2	1352389	1353093	+		SPO1289
CP000031.2	1353084	1353668	-		SPO1290
CP000031.2	1353671	1354945	-	phaZ	SPO1291
CP000031.2	1355057	1356859	+	phaC	SPO1292
CP000031.2	1356991	1357437	+	phaP	SPO1293
CP000031.2	1357699	1358256	+		SPO1294
CP000031.2	1358269	1359561	-		SPO1295
CP000031.2	1362411	1363400	-		SPO1298
CP000031.2	1363483	1364310	+		SPO1299
CP000031.2	1364560	1365918	-		SPO1300
CP000031.2	1365920	1366600	-		SPO1301
CP000031.2	1366662	1368002	-		SPO1302
CP000031.2	1368110	1369168	-		SPO1303
CP000031.2	1369178	1369987	-		SPO1304
CP000031.2	1369984	1370871	-		SPO1305
CP000031.2	1370956	1371768	-		SPO1306
CP000031.2	1371710	1372486	-		SPO1307
CP000031.2	1372596	1373348	-		SPO1308
CP000031.2	1373345	1373782	-		SPO1309
CP000031.2	1373809	1374252	-		SPO1310
CP000031.2	1374295	1374588	-		SPO1310a
CP000031.2	1374685	1375725	+		SPO1311
CP000031.2	1375918	1377561	-	pyrG	SPO1312
CP000031.2	1377724	1378089	-	secG	SPO1313
CP000031.2	1378241	1378855	+	nthA	SPO1314
CP000031.2	1378852	1379526	+	nthB	SPO1315
CP000031.2	1379523	1379855	+		SPO1316
CP000031.2	1379866	1380099	-		SPO1317
CP000031.2	1380099	1381391	-	purA	SPO1318
CP000031.2	1381547	1381942	+		SPO1319
CP000031.2	1382016	1384079	-		SPO1320
CP000031.2	1384219	1384911	+		SPO1321
CP000031.2	1384856	1385770	-		SPO1322
CP000031.2	1385905	1387278	-	sdaA	SPO1323
CP000031.2	1387280	1387981	-		SPO1324
CP000031.2	1388089	1388535	-		SPO1325
CP000031.2	1388611	1389042	+		SPO1326
CP000031.2	1389137	1389925	+	rpiA	SPO1327
CP000031.2	1390067	1391425	+	gor	SPO1328
CP000031.2	1391500	1392651	+		SPO1329
CP000031.2	1392651	1393526	+	hflC	SPO1330
CP000031.2	1393602	1394888	+		SPO1331
CP000031.2	1394885	1395082	+		SPO1332
CP000031.2	1395278	1396735	+		SPO1333
CP000031.2	1396804	1397172	+		SPO1334
CP000031.2	1397381	1398049	-		SPO1335
CP000031.2	1398126	1398737	-	ispZ	SPO1336
CP000031.2	1398755	1399657	-		SPO1337
CP000031.2	1399692	1400165	-		SPO1337a
CP000031.2	1400199	1401371	-	ftsY	SPO1339
CP000031.2	1401433	1402071	-		SPO1340
CP000031.2	1402097	1403182	+		SPO1341
CP000031.2	1403216	1403608	+		SPO1342
CP000031.2	1403683	1404324	-		SPO1343
CP000031.2	1404324	1405772	-	xseA	SPO1344
CP000031.2	1405899	1407161	+	purD	SPO1345
CP000031.2	1407318	1407932	+		SPO1346
CP000031.2	1407940	1408872	-		SPO1347
CP000031.2	1408872	1409195	-		SPO1348
CP000031.2	1409381	1409908	+		SPO1349
CP000031.2	1409921	1410034	-		SPO1350
CP000031.2	1410220	1411410	+	metZ	SPO1351
CP000031.2	1411588	1412691	+		SPO1352
CP000031.2	1412875	1413420	+		SPO1352a
CP000031.2	1413473	1414921	+	trkH-1	SPO1353
CP000031.2	1415022	1416941	-		SPO1354
CP000031.2	1416985	1417920	+	glyQ	SPO1355
CP000031.2	1417946	1418632	+		SPO1356
CP000031.2	1418665	1419189	+		SPO1356a
CP000031.2	1419208	1420419	+	gltS	SPO1357
CP000031.2	1420429	1422636	+	glyS	SPO1358
CP000031.2	1422832	1425381	+	ppdK	SPO1359
CP000031.2	1425555	1426199	+		SPO1360
CP000031.2	1426277	1427653	+		SPO1361
CP000031.2	1427753	1428673	+		SPO1362
CP000031.2	1428874	1429668	+	folP	SPO1363
CP000031.2	1429707	1431053	+	glmM	SPO1364
CP000031.2	1431166	1431597	+		SPO1364a
CP000031.2	1431591	1432511	-		SPO1365
CP000031.2	1432638	1433660	-	ilvC	SPO1366
CP000031.2	1433792	1434247	+		SPO1367
CP000031.2	1434244	1434702	+		SPO1368
CP000031.2	1434699	1435400	-		SPO1369
CP000031.2	1435911	1437038	+		SPO1370
CP000031.2	1437103	1438299	-		SPO1371
CP000031.2	1438377	1438625	-		SPO1372
CP000031.2	1438824	1440392	+		SPO1373
CP000031.2	1440399	1441043	-		SPO1374
CP000031.2	1441144	1441794	+		SPO1375
CP000031.2	1441841	1443793	-		SPO1376
CP000031.2	1443877	1445043	-	carA	SPO1377
CP000031.2	1445232	1445711	+		SPO1378
CP000031.2	1446294	1447088	-		SPO1379
CP000031.2	1447209	1447706	-		SPO1380
CP000031.2	1447721	1448197	-		SPO1381
CP000031.2	1448268	1449194	-		SPO1382
CP000031.2	1449389	1451047	-	ctaD	SPO1383
CP000031.2	1451286	1451747	-		SPO1384
CP000031.2	1451744	1452892	-		SPO1385
CP000031.2	1453109	1453525	+		SPO1386
CP000031.2	1453605	1454567	+		SPO1387
CP000031.2	1454800	1456572	+		SPO1388
CP000031.2	1456578	1457228	-	lipB	SPO1389
CP000031.2	1457275	1457934	-		SPO1390
CP000031.2	1458076	1458162	+		SPO_tRNA-Leu-2
CP000031.2	1458354	1458800	-		SPO1392
CP000031.2	1458888	1459382	+		SPO1393
CP000031.2	1459531	1461654	+		SPO1394
CP000031.2	1461710	1462939	+		SPO1395
CP000031.2	1462851	1464128	-		SPO1396
CP000031.2	1464159	1467287	-		SPO1397
CP000031.2	1467291	1468550	-		SPO1398
CP000031.2	1468641	1469612	+		SPO1399
CP000031.2	1469683	1470441	+		SPO1400
CP000031.2	1470438	1471760	+		SPO1401
CP000031.2	1471841	1472128	+		SPO1402
CP000031.2	1472240	1473958	-	metG	SPO1403
CP000031.2	1474040	1475266	-		SPO1404
CP000031.2	1475740	1477203	+		SPO1405
CP000031.2	1477200	1478066	+		SPO1406
CP000031.2	1478179	1478481	-		SPO1407
CP000031.2	1478480	1479508	+	rluD	SPO1408
CP000031.2	1479659	1480555	+	rpoH-2	SPO1409
CP000031.2	1480688	1481866	-		SPO1410
CP000031.2	1482006	1482275	+		SPO1411
CP000031.2	1482322	1482504	+		SPO1412
CP000031.2	1482529	1483194	-		SPO1412a
CP000031.2	1483568	1485388	-	pepF	SPO1413
CP000031.2	1485524	1486486	-		SPO1414
CP000031.2	1486486	1486776	-		SPO1415
CP000031.2	1486856	1487425	+		SPO1416
CP000031.2	1487459	1490338	+		SPO1417
CP000031.2	1490345	1490647	+		SPO1418
CP000031.2	1490783	1491121	+		SPO1419
CP000031.2	1491413	1491922	+		SPO1420
CP000031.2	1492039	1492812	+		SPO1421
CP000031.2	1492824	1493588	-		SPO1422
CP000031.2	1493667	1494677	+	cobU	SPO1423
CP000031.2	1494718	1496598	-		SPO1424
CP000031.2	1496618	1497073	-		SPO1425
CP000031.2	1497218	1498318	+	hppD	SPO1426
CP000031.2	1498436	1500688	-		SPO1427
CP000031.2	1500856	1501554	+	omp28	SPO1429
CP000031.2	1501650	1502867	+		SPO1430
CP000031.2	1502902	1504194	-		SPO1431
CP000031.2	1504400	1504798	-		SPO1432
CP000031.2	1504913	1505959	+		SPO1433
CP000031.2	1506042	1507031	-		SPO1434
CP000031.2	1507174	1508079	+		SPO1435
CP000031.2	1508172	1509635	+		SPO1436
CP000031.2	1509632	1510393	+	linC-1	SPO1437
CP000031.2	1510500	1510769	-		SPO1438
CP000031.2	1510770	1511621	-		SPO1439
CP000031.2	1511738	1511941	+		SPO1440
CP000031.2	1511934	1512836	+		SPO1441
CP000031.2	1512857	1513759	+		SPO1442
CP000031.2	1513974	1515389	-	rhlE	SPO1443
CP000031.2	1515580	1516548	-		SPO1444
CP000031.2	1516570	1517292	-		SPO1445
CP000031.2	1517289	1518065	-		SPO1446
CP000031.2	1518062	1519357	-		SPO1447
CP000031.2	1519315	1520493	-		SPO1448
CP000031.2	1520490	1522139	-		SPO1449
CP000031.2	1522100	1522576	-		SPO1450
CP000031.2	1522594	1523919	-		SPO1451
CP000031.2	1523931	1524857	-		SPO1452
CP000031.2	1524925	1525383	+		SPO1453
CP000031.2	1525446	1526513	+		SPO1454
CP000031.2	1526567	1527064	+		SPO1455
CP000031.2	1527061	1528374	+		SPO1456
CP000031.2	1528377	1528808	-		SPO1457
CP000031.2	1528987	1529466	+		SPO1458
CP000031.2	1529474	1531621	+		SPO1459
CP000031.2	1531618	1533171	+		SPO1460
CP000031.2	1533242	1534045	+		SPO1461
CP000031.2	1534088	1535335	+		SPO1462
CP000031.2	1535348	1536685	-		SPO1463
CP000031.2	1536713	1537216	-		SPO1464
CP000031.2	1537281	1538309	-		SPO1465
CP000031.2	1538518	1539597	+		SPO1466
CP000031.2	1539599	1540582	+		SPO1467
CP000031.2	1540667	1541755	-		SPO1468
CP000031.2	1541806	1543194	-		SPO1469
CP000031.2	1543178	1544041	-		SPO1470
CP000031.2	1544038	1544658	-		SPO1471
CP000031.2	1544655	1546721	-	hyuA	SPO1472
CP000031.2	1546718	1548412	-		SPO1473
CP000031.2	1548409	1548975	-		SPO1474
CP000031.2	1549108	1549887	+		SPO1475
CP000031.2	1549933	1551291	+	leuC-2	SPO1476
CP000031.2	1551291	1551902	+	leuD-2	SPO1477
CP000031.2	1552128	1552763	+		SPO1478
CP000031.2	1552760	1553395	+		SPO1479
CP000031.2	1553535	1554260	-		SPO1480
CP000031.2	1554257	1555129	-		SPO1481
CP000031.2	1555153	1556496	+		SPO1482
CP000031.2	1556435	1557592	+		SPO1483
CP000031.2	1557585	1558079	+		SPO1484
CP000031.2	1558076	1559305	+		SPO1485
CP000031.2	1559302	1559862	+		SPO1486
CP000031.2	1559897	1560631	+		SPO1487
CP000031.2	1560880	1561596	+		SPO1488
CP000031.2	1561656	1563035	+		SPO1489
CP000031.2	1563062	1564213	+		SPO1490
CP000031.2	1564224	1565072	+		SPO1491
CP000031.2	1565047	1566795	+		SPO1492
CP000031.2	1566792	1567475	+		SPO1493
CP000031.2	1567664	1569028	+		SPO1494
CP000031.2	1569267	1569974	+		SPO1495
CP000031.2	1569982	1572345	+		SPO1496
CP000031.2	1572342	1573592	+		SPO1497
CP000031.2	1573628	1575136	-		SPO1498
CP000031.2	1575372	1576265	+		SPO1499
CP000031.2	1576262	1577386	-	pqqE	SPO1500
CP000031.2	1577451	1577738	-	pqqD	SPO1501
CP000031.2	1577735	1578460	-	pqqC	SPO1502
CP000031.2	1578457	1579344	-	pqqB	SPO1503
CP000031.2	1579372	1579479	-	pqqA	SPO1504
CP000031.2	1579565	1581778	-		SPO1505
CP000031.2	1581785	1582954	-		SPO1506
CP000031.2	1582985	1583689	-		SPO1507
CP000031.2	1583912	1585732	-		SPO1508
CP000031.2	1585980	1586387	-		SPO1509
CP000031.2	1586502	1587293	-		SPO1510
CP000031.2	1587290	1588021	-		SPO1511
CP000031.2	1588018	1588464	-		SPO1512
CP000031.2	1588478	1589434	-		SPO1513
CP000031.2	1589440	1590621	-		SPO1514
CP000031.2	1590778	1591452	+		SPO1515
CP000031.2	1591449	1592363	+		SPO1516
CP000031.2	1592480	1593004	+	coxG	SPO1517
CP000031.2	1593041	1593526	+	coxS-1	SPO1518
CP000031.2	1593623	1595989	+	coxL-1	SPO1519
CP000031.2	1596089	1596871	+		SPO1520
CP000031.2	1596962	1599031	-		SPO1521
CP000031.2	1599213	1599800	+		SPO1522
CP000031.2	1599808	1600764	-		SPO1523
CP000031.2	1600764	1601546	-		SPO1524
CP000031.2	1601622	1604828	-		SPO1525
CP000031.2	1604821	1605801	-		SPO1526
CP000031.2	1605948	1606544	-		SPO1527
CP000031.2	1606541	1608781	-		SPO1528
CP000031.2	1608787	1609500	-		SPO1529
CP000031.2	1609666	1611195	-		SPO1530
CP000031.2	1611309	1612475	+		SPO1531
CP000031.2	1613518	1614225	-		SPO1532
CP000031.2	1614256	1615398	-		SPO1533
CP000031.2	1615632	1616831	+		SPO1534
CP000031.2	1616838	1618121	+		SPO1535
CP000031.2	1618118	1619353	+		SPO1536
CP000031.2	1619350	1620321	+		SPO1537
CP000031.2	1620324	1622093	+		SPO1538
CP000031.2	1622090	1623487	+		SPO1539
CP000031.2	1623484	1624626	+		SPO1540
CP000031.2	1624751	1625662	-		SPO1541
CP000031.2	1625776	1626834	+		SPO1542
CP000031.2	1626884	1628488	+		SPO1543
CP000031.2	1628489	1629547	+		SPO1544
CP000031.2	1629544	1630458	+		SPO1545
CP000031.2	1630455	1631309	+		SPO1546
CP000031.2	1631306	1632070	+		SPO1547
CP000031.2	1632384	1633385	+		SPO1548
CP000031.2	1633460	1634482	+		SPO1549
CP000031.2	1634482	1636458	+		SPO1550
CP000031.2	1636629	1637981	-	tmm	SPO1551
CP000031.2	1638114	1639448	+		SPO1552
CP000031.2	1639493	1640212	-		SPO1553
CP000031.2	1640346	1642061	-		SPO1554
CP000031.2	1642161	1643843	+		SPO1555
CP000031.2	1643845	1646625	+		SPO1556
CP000031.2	1646654	1648330	+	fhs-1	SPO1557
CP000031.2	1648390	1648695	+		SPO1558
CP000031.2	1648759	1649649	+		SPO1559
CP000031.2	1649646	1650524	+	folD	SPO1560
CP000031.2	1650541	1651386	-		SPO1561
CP000031.2	1651510	1653879	+		SPO1562
CP000031.2	1653925	1654377	+		SPO1563
CP000031.2	1654383	1655657	-		SPO1564
CP000031.2	1655644	1656621	-		SPO1565
CP000031.2	1656750	1657364	-		SPO1566
CP000031.2	1657593	1658840	+		SPO1567
CP000031.2	1658882	1660081	+		SPO1568
CP000031.2	1660078	1660968	+		SPO1569
CP000031.2	1660968	1661960	+		SPO1570
CP000031.2	1661960	1664599	+	ppc	SPO1571
CP000031.2	1664625	1665920	+	glyA-1	SPO1572
CP000031.2	1665985	1667313	-	glnT	SPO1573
CP000031.2	1667387	1668739	-		SPO1574
CP000031.2	1668747	1669424	-		SPO1575
CP000031.2	1669425	1670354	-		SPO1576
CP000031.2	1670499	1670717	-		SPO1577
CP000031.2	1670730	1672103	-		SPO1578
CP000031.2	1672348	1673493	+		SPO1579
CP000031.2	1673538	1674179	+		SPO1580
CP000031.2	1674176	1675162	+		SPO1581
CP000031.2	1675174	1676241	+		SPO1582
CP000031.2	1676293	1676946	-		SPO1583
CP000031.2	1677084	1678073	+		SPO1584
CP000031.2	1678074	1678634	-		SPO1585
CP000031.2	1678627	1681578	-		SPO1586
CP000031.2	1681575	1681862	-		SPO1587
CP000031.2	1681876	1683126	-		SPO1588
CP000031.2	1683245	1683628	-		SPO1589
CP000031.2	1683693	1684784	-		SPO1590
CP000031.2	1684790	1685677	-		SPO1591
CP000031.2	1685749	1688205	+		SPO1592
CP000031.2	1688220	1689284	+		SPO1593
CP000031.2	1689281	1690387	+		SPO1594
CP000031.2	1690384	1691487	+		SPO1595
CP000031.2	1691492	1692097	+	dddQ	SPO1596
CP000031.2	1692094	1693368	+	hemL	SPO1597
CP000031.2	1693553	1694386	-		SPO1598
CP000031.2	1694412	1695749	-		SPO1599
CP000031.2	1695746	1696591	-		SPO1600
CP000031.2	1696588	1697523	-	panE-2	SPO1601
CP000031.2	1697520	1699028	-		SPO1602
CP000031.2	1699025	1700077	-		SPO1603
CP000031.2	1700189	1701118	+		SPO1604
CP000031.2	1701081	1702763	-		SPO1605
CP000031.2	1702820	1703839	-	potD	SPO1606
CP000031.2	1703858	1704661	-		SPO1607
CP000031.2	1704654	1705565	-	potB	SPO1608
CP000031.2	1705569	1706669	-	potA	SPO1609
CP000031.2	1706790	1707581	+		SPO1610
CP000031.2	1707650	1708879	+		SPO1611
CP000031.2	1708919	1710208	+		SPO1612
CP000031.2	1710221	1710595	+		SPO1613
CP000031.2	1710769	1711203	+		SPO1614
CP000031.2	1711333	1712007	+		SPO1615
CP000031.2	1712040	1712930	-		SPO1616
CP000031.2	1713362	1716373	+		SPO1617
CP000031.2	1716367	1716963	+		SPO1618
CP000031.2	1716957	1717340	+		SPO1619
CP000031.2	1717382	1717969	-		SPO1620
CP000031.2	1718116	1718466	-		SPO1621
CP000031.2	1718610	1719902	+		SPO1622
CP000031.2	1719918	1721288	-		SPO1623
CP000031.2	1721281	1721961	-		SPO1624
CP000031.2	1722126	1723562	-		SPO1625
CP000031.2	1724414	1728229	+		SPO1626
CP000031.2	1728319	1728915	-		SPO1627
CP000031.2	1728947	1731355	-		SPO1628
CP000031.2	1731480	1732730	+		SPO1629
CP000031.2	1732714	1734345	-		SPO1630
CP000031.2	1734342	1735649	-		SPO1631
CP000031.2	1735713	1736672	-	xerD	SPO1632
CP000031.2	1736676	1738172	-		SPO1633
CP000031.2	1738444	1739031	+	aroK	SPO1634
CP000031.2	1739033	1740145	+	aroB	SPO1635
CP000031.2	1740156	1741226	-		SPO1636
CP000031.2	1741242	1741784	-	ssb	SPO1637
CP000031.2	1741994	1742572	+		SPO1638
CP000031.2	1742776	1743237	+		SPO1639
CP000031.2	1743225	1744154	-		SPO1640
CP000031.2	1744263	1745459	+		SPO1641
CP000031.2	1745476	1746054	-		SPO1642
CP000031.2	1746136	1747536	-		SPO1643
CP000031.2	1747688	1749469	-		SPO1644
CP000031.2	1749466	1750341	-		SPO1645
CP000031.2	1750338	1751285	-		SPO1646
CP000031.2	1751478	1753136	+		SPO1647
CP000031.2	1753242	1754345	+		SPO1648
CP000031.2	1754353	1755714	+		SPO1649
CP000031.2	1755717	1755827	+		SPO1650
CP000031.2	1755967	1756323	+		SPO1651
CP000031.2	1756357	1756929	+		SPO1652
CP000031.2	1761170	1761856	+		SPO1655
CP000031.2	1761893	1764112	-		SPO1656
CP000031.2	1764114	1765316	-		SPO1657
CP000031.2	1765331	1766377	-		SPO1658
CP000031.2	1766521	1768347	-		SPO1659
CP000031.2	1768417	1769223	-		SPO1660
CP000031.2	1769265	1770140	-	miaA	SPO1661
CP000031.2	1770257	1771012	+	pyrH	SPO1662
CP000031.2	1771075	1771770	+		SPO1663
CP000031.2	1771942	1772505	+	frr	SPO1664
CP000031.2	1772516	1773247	+	uppS	SPO1665
CP000031.2	1773244	1774026	+	cdsA	SPO1666
CP000031.2	1774026	1775213	+	dxr	SPO1667
CP000031.2	1775218	1776588	+		SPO1668
CP000031.2	1776688	1776813	+		SPO1669
CP000031.2	1776943	1779306	+		SPO1670
CP000031.2	1779314	1779886	+		SPO1671
CP000031.2	1779980	1780453	+	fabZ	SPO1672
CP000031.2	1780450	1781235	+	lpxA	SPO1673
CP000031.2	1781237	1782031	+		SPO1674
CP000031.2	1781983	1783188	+	lpxB	SPO1675
CP000031.2	1783185	1783697	-		SPO1676
CP000031.2	1783687	1784814	-	trmU	SPO1677
CP000031.2	1784960	1785241	+		SPO1678
CP000031.2	1785340	1786056	+	ctrA	SPO1679
CP000031.2	1786195	1788414	+	ligA	SPO1680
CP000031.2	1788411	1790501	+	recG	SPO1681
CP000031.2	1790616	1790738	+		SPO1682
CP000031.2	1790994	1791446	-		SPO1683
CP000031.2	1791514	1791873	+	hisI	SPO1684
CP000031.2	1791877	1792716	-		SPO1685
CP000031.2	1792745	1794094	-	gid	SPO1686
CP000031.2	1794416	1795201	-		SPO1687
CP000031.2	1795260	1795703	+		SPO1688
CP000031.2	1795772	1795999	-		SPO1689
CP000031.2	1796101	1797504	+		SPO1690
CP000031.2	1797668	1798126	+	rplM	SPO1691
CP000031.2	1798132	1798614	+	rspI	SPO1692
CP000031.2	1799148	1800743	+		SPO1693
CP000031.2	1802180	1803142	+		SPO1694
CP000031.2	1804223	1806322	+		SPO1695
CP000031.2	1806319	1807968	+		SPO1696
CP000031.2	1807965	1809047	+		SPO1697
CP000031.2	1809063	1809788	+		SPO1698
CP000031.2	1809785	1811131	+		SPO1699
CP000031.2	1811124	1812092	+		SPO1700
CP000031.2	1812103	1812996	+		SPO1701
CP000031.2	1813319	1814962	-		SPO1702
CP000031.2	1814967	1817447	-	dddD	SPO1703
CP000031.2	1817548	1818471	+		SPO1704
CP000031.2	1819113	1820537	+		SPO1705
CP000031.2	1823097	1823792	-		SPO1707
CP000031.2	1823796	1824536	-		SPO1707a
CP000031.2	1824533	1825762	-		SPO1708
CP000031.2	1825766	1827721	-		SPO1709
CP000031.2	1827787	1829121	-		SPO1710
CP000031.2	1829518	1830291	+	ureD	SPO1711
CP000031.2	1830293	1830595	+	ureA	SPO1712
CP000031.2	1830772	1831077	+	ureB	SPO1713
CP000031.2	1831077	1832786	+	ureC	SPO1714
CP000031.2	1832798	1833247	+	ureE	SPO1715
CP000031.2	1833231	1833884	+	ureF	SPO1716
CP000031.2	1833881	1834528	+	ureG	SPO1717
CP000031.2	1834692	1835867	-		SPO1718
CP000031.2	1837667	1837858	-		SPO3897
CP000031.2	1838068	1839345	-		SPO1719
CP000031.2	1839350	1839850	-		SPO1720
CP000031.2	1839927	1840949	-		SPO1721
CP000031.2	1840900	1841640	-		SPO1722
CP000031.2	1841739	1842950	+	uxuA	SPO1723
CP000031.2	1842947	1844431	+	uxuB	SPO1724
CP000031.2	1845035	1845778	-		SPO1725
CP000031.2	1845846	1846457	-		SPO3896
CP000031.2	1846450	1847355	-		SPO1727
CP000031.2	1847374	1848321	-		SPO1728
CP000031.2	1848328	1849266	-	metA	SPO1729
CP000031.2	1849402	1849476	-		SPO_tRNA-Glu-2
CP000031.2	1849666	1849740	-		SPO_tRNA-Glu-3
CP000031.2	1849852	1851507	-	recJ	SPO1732
CP000031.2	1851700	1852653	-	glpX	SPO1733
CP000031.2	1852753	1854039	-	hom	SPO1734
CP000031.2	1854141	1854476	-		SPO1735
CP000031.2	1854519	1855103	+		SPO1736
CP000031.2	1855179	1856090	-		SPO1737
CP000031.2	1856209	1857393	-		SPO1738
CP000031.2	1857383	1857970	+		SPO1739
CP000031.2	1857974	1858549	-		SPO1740
CP000031.2	1858530	1859063	-		SPO1741
CP000031.2	1859060	1860736	-		SPO1742
CP000031.2	1861060	1862490	+		SPO1743
CP000031.2	1862690	1863943	+		SPO1744
CP000031.2	1863999	1864262	+		SPO1745
CP000031.2	1864259	1867192	+		SPO1746
CP000031.2	1867161	1867730	+		SPO1747
CP000031.2	1867766	1868062	+		SPO1748
CP000031.2	1868155	1870104	+	dnaG	SPO1749
CP000031.2	1870216	1872198	+	rpoD	SPO1750
CP000031.2	1872470	1872883	+		SPO1751
CP000031.2	1872903	1873313	+		SPO1752
CP000031.2	1873442	1873912	+		SPO1753
CP000031.2	1873909	1875003	+	ribD	SPO1754
CP000031.2	1875207	1877210	-	kpsC	SPO1755
CP000031.2	1877214	1878347	-		SPO1756
CP000031.2	1878443	1879735	-	kpsS	SPO1757
CP000031.2	1879734	1879901	+		SPO1758
CP000031.2	1879907	1880494	+	ribE	SPO1759
CP000031.2	1880498	1881070	+		SPO1760
CP000031.2	1881258	1882379	+		SPO1761
CP000031.2	1882381	1882932	+	ribH-2	SPO1762
CP000031.2	1882929	1883411	+	nusB	SPO1763
CP000031.2	1883584	1884360	-		SPO1764
CP000031.2	1884457	1884762	+		SPO1765
CP000031.2	1885035	1885487	+		SPO1766
CP000031.2	1885834	1886316	+		SPO1767
CP000031.2	1886363	1886439	+		SPO_tRNA-His-1
CP000031.2	1886496	1887587	-		SPO1769
CP000031.2	1887614	1888204	+		SPO1770
CP000031.2	1888275	1889534	-		SPO1771
CP000031.2	1889531	1890109	-		SPO1772
CP000031.2	1890140	1891123	-		SPO1773
CP000031.2	1891174	1891716	-		SPO1774
CP000031.2	1891952	1892671	+		SPO1775
CP000031.2	1892851	1894185	+		SPO1776
CP000031.2	1894228	1895532	+		SPO1777
CP000031.2	1895587	1895817	-		SPO1778
CP000031.2	1895935	1897215	+		SPO1779
CP000031.2	1897196	1897813	-		SPO1780
CP000031.2	1897977	1899227	+		SPO1781
CP000031.2	1899282	1899599	+		SPO1782
CP000031.2	1899625	1901079	+	hydA	SPO1783
CP000031.2	1901085	1901498	-		SPO1784
CP000031.2	1901531	1902334	+		SPO1785
CP000031.2	1902368	1903360	+		SPO1786
CP000031.2	1903422	1904300	+		SPO1787
CP000031.2	1904266	1905360	+		SPO1788
CP000031.2	1905531	1906244	+		SPO1789
CP000031.2	1906237	1906971	+		SPO1790
CP000031.2	1906991	1907806	+		SPO1791
CP000031.2	1907918	1908790	-		SPO1792
CP000031.2	1908913	1910262	-		SPO1793
CP000031.2	1910178	1911359	-		SPO1794
CP000031.2	1911484	1912077	-		SPO1795
CP000031.2	1912090	1914984	-		SPO1796
CP000031.2	1915091	1915282	-		SPO1797
CP000031.2	1915350	1915961	-		SPO1798
CP000031.2	1915965	1916594	-		SPO1799
CP000031.2	1917428	1919377	+		SPO1800
CP000031.2	1919485	1920213	-		SPO1801
CP000031.2	1920258	1920479	+		SPO1802
CP000031.2	1920476	1921537	+		SPO1803
CP000031.2	1921534	1922241	+		SPO1804
CP000031.2	1922238	1922717	+		SPO1805
CP000031.2	1922857	1923357	-		SPO1806
