"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"605","tsaD","b3064",3209530,3210543,1013,"essential","essential","essential","essential","essential","essential"
"606","rpsU","b3065",3210781,3210996,215,"essential","essential","essential","essential","essential","essential"
"607","dnaG","b3066",3211107,3212852,1745,"essential","essential","essential","essential","essential","essential"
"608","rpoD","b3067",3213047,3214888,1841,"essential","essential","essential","essential","essential","essential"
"609","ileX","b3069",3215598,3215673,75,"non-essential","essential","essential","non-essential","essential","non-essential"
"610","ygjK","b3080",3228888,3231239,2351,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"611","higA","b3082",3233728,3234144,416,"non-essential","essential","non-essential","essential","non-essential","essential"
"612","yqjE","b3099",3249683,3250087,404,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"613","tdcB","b3117",3265039,3266028,989,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"614","yhaB","b3120",3267854,3268393,539,"essential","essential","non-essential","essential","essential","essential"
"615","yhaC","b3121",3268415,3269602,1187,"essential","essential","non-essential","essential","essential","essential"
"616","rnpB","b3123",3270216,3270592,376,"essential","essential","essential","essential","essential","essential"
"617","pnp","b3164",3309033,3311168,2135,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"618","rpsO","b3165",3311415,3311684,269,"non-essential","essential","non-essential","essential","non-essential","essential"
"619","rbfA","b3167",3312777,3313178,401,"non-essential","essential","non-essential","essential","non-essential","essential"
"620","infB","b3168",3313342,3316014,2672,"essential","essential","essential","essential","essential","essential"
"621","nusA","b3169",3316039,3317526,1487,"essential","essential","non-essential","essential","non-essential","essential"
"622","leuU","b3174",3322072,3322158,86,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"623","glmM","b3176",3322733,3324070,1337,"essential","essential","essential","essential","essential","essential"
"624","ftsH","b3178",3325001,3326935,1934,"essential","essential","essential","essential","essential","essential"
"625","rlmE","b3179",3327035,3327664,629,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"626","obgE","b3183",3330582,3331754,1172,"essential","essential","non-essential","essential","non-essential","essential"
"627","rpmA","b3185",3332862,3333119,257,"essential","essential","essential","essential","essential","essential"
"628","rplU","b3186",3333140,3333451,311,"essential","essential","essential","essential","essential","essential"
"629","ispB","b3187",3333710,3334681,971,"essential","essential","essential","essential","essential","essential"
"630","murA","b3189",3335235,3336494,1259,"essential","essential","essential","essential","essential","essential"
"631","lptC","b3199",3342836,3343411,575,"non-essential","essential","non-essential","essential","non-essential","essential"
"632","lptA","b3200",3343380,3343937,557,"essential","essential","essential","essential","essential","essential"
"633","lptB","b3201",3343944,3344669,725,"essential","essential","essential","essential","essential","essential"
"634","rpoN","b3202",3344717,3346150,1433,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"635","rpsI","b3230",3377815,3378207,392,"essential","essential","essential","essential","essential","essential"
"636","rplM","b3231",3378223,3378651,428,"essential","essential","essential","essential","essential","essential"
"637","degS","b3235",3382200,3383267,1067,"essential","essential","non-essential","essential","essential","essential"
"638","mreD","b3249",3398387,3398875,488,"essential","essential","essential","essential","essential","essential"
"639","mreC","b3250",3398875,3399978,1103,"essential","essential","essential","essential","essential","essential"
"640","mreB","b3251",3400044,3401087,1043,"essential","essential","essential","essential","essential","essential"
"641","accB","b3255",3405436,3405906,470,"essential","essential","essential","essential","essential","essential"
"642","accC","b3256",3405917,3407266,1349,"essential","essential","essential","essential","essential","essential"
"643","tsaC","b3282",3430843,3431415,572,"essential","essential","essential","essential","essential","essential"
"644","def","b3287",3433690,3434199,509,"essential","essential","non-essential","essential","essential","essential"
"645","fmt","b3288",3434214,3435161,947,"essential","essential","essential","essential","essential","essential"
"646","rplQ","b3294",3439616,3439999,383,"essential","essential","essential","essential","essential","essential"
"647","rpoA","b3295",3440040,3441029,989,"essential","essential","essential","essential","essential","essential"
"648","rpsD","b3296",3441055,3441675,620,"essential","essential","essential","essential","essential","essential"
"649","rpsK","b3297",3441709,3442098,389,"essential","essential","essential","essential","essential","essential"
"650","rpsM","b3298",3442115,3442471,356,"essential","essential","essential","essential","essential","essential"
"651","rpmJ","b3299",3442618,3442734,116,"non-essential","essential","essential","non-essential","essential","essential"
"652","secY","b3300",3442766,3444097,1331,"essential","essential","essential","essential","essential","essential"
"653","rplO","b3301",3444105,3444539,434,"essential","essential","essential","essential","essential","essential"
"654","rpmD","b3302",3444543,3444722,179,"essential","essential","essential","essential","essential","essential"
"655","rpsE","b3303",3444726,3445229,503,"essential","essential","essential","essential","essential","essential"
"656","rplR","b3304",3445244,3445597,353,"essential","essential","essential","essential","essential","essential"
"657","rplF","b3305",3445607,3446140,533,"essential","essential","essential","essential","essential","essential"
"658","rpsH","b3306",3446153,3446545,392,"essential","essential","essential","essential","essential","essential"
"659","rpsN","b3307",3446579,3446884,305,"essential","essential","essential","essential","essential","essential"
"660","rplE","b3308",3446899,3447438,539,"essential","essential","essential","essential","essential","essential"
"661","rplX","b3309",3447453,3447767,314,"essential","essential","essential","essential","essential","essential"
"662","rplN","b3310",3447778,3448149,371,"essential","essential","essential","essential","essential","essential"
"663","rpsQ","b3311",3448314,3448568,254,"essential","essential","essential","essential","essential","essential"
"664","rpmC","b3312",3448568,3448759,191,"essential","essential","essential","essential","essential","essential"
"665","rplP","b3313",3448759,3449169,410,"essential","essential","essential","essential","essential","essential"
"666","rpsC","b3314",3449182,3449883,701,"essential","essential","essential","essential","essential","essential"
"667","rplV","b3315",3449901,3450233,332,"essential","essential","essential","essential","essential","essential"
"668","rpsS","b3316",3450248,3450526,278,"essential","essential","essential","essential","essential","essential"
"669","rplB","b3317",3450543,3451364,821,"essential","essential","essential","essential","essential","essential"
"670","rplW","b3318",3451382,3451684,302,"essential","essential","essential","essential","essential","essential"
"671","rplD","b3319",3451681,3452286,605,"essential","essential","essential","essential","essential","essential"
"672","rplC","b3320",3452297,3452926,629,"essential","essential","essential","essential","essential","essential"
"673","rpsJ","b3321",3452959,3453270,311,"essential","essential","essential","essential","essential","essential"
"674","fusA","b3340",3471400,3473514,2114,"essential","essential","essential","essential","essential","essential"
"675","rpsG","b3341",3473542,3474081,539,"non-essential","essential","non-essential","essential","non-essential","essential"
"676","rpsL","b3342",3474178,3474552,374,"essential","essential","essential","essential","essential","essential"
"677","crp","b3357",3486120,3486752,632,"non-essential","essential","non-essential","essential","non-essential","essential"
"678","trpS","b3384",3512634,3513638,1004,"essential","essential","essential","essential","essential","essential"
"679","igaA","b3398",3526469,3528604,2135,"essential","essential","essential","essential","essential","essential"
"680","asd","b3433",3573775,3574878,1103,"essential","essential","essential","essential","essential","essential"
"681","yhhZ","b3442",3581863,3583041,1178,"essential","essential","non-essential","essential","non-essential","essential"
"682","yrhA","b3443",3583038,3584309,1271,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"683","yrhD","b4612",3584404,3584559,155,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"684","rpoH","b3461",3599929,3600783,854,"essential","essential","essential","essential","essential","essential"
"685","ftsX","b3462",3601028,3602086,1058,"essential","essential","essential","essential","essential","essential"
"686","ftsE","b3463",3602079,3602747,668,"essential","essential","essential","essential","essential","essential"
"687","ftsY","b3464",3602750,3604243,1493,"essential","essential","essential","essential","essential","essential"
"688","yhiJ","b3488",3630968,3632590,1622,"non-essential","essential","non-essential","essential","non-essential","essential"
"689","yhiL","b4660",3632852,3634458,1606,"essential","essential","non-essential","essential","essential","essential"
"690","yhiS","b3504",3651291,3653713,2422,"non-essential","essential","non-essential","essential","non-essential","essential"
"691","arrS","b4704",3657985,3658054,69,"non-essential","essential","essential","non-essential","essential","essential"
"692","gadE","b3512",3658366,3658893,527,"non-essential","essential","non-essential","essential","non-essential","essential"
"693","glyS","b3559",3722328,3724397,2069,"essential","essential","essential","essential","essential","essential"
"694","glyQ","b3560",3724407,3725318,911,"essential","essential","essential","essential","essential","essential"
"695","ysaA","b3573",3741109,3741582,473,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"696","yibA","b3594",3766337,3767179,842,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"697","yibV","b4615",3769345,3769680,335,"essential","essential","non-essential","essential","essential","essential"
"698","cysE","b3607",3781741,3782562,821,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"699","gpsA","b3608",3782642,3783661,1019,"essential","essential","essential","essential","essential","essential"
"700","secB","b3609",3783661,3784128,467,"essential","essential","essential","essential","essential","essential"
"701","waaA","b3633",3808540,3809817,1277,"essential","essential","essential","essential","essential","essential"
"702","coaD","b3634",3809825,3810304,479,"essential","essential","essential","essential","essential","essential"
"703","rpmB","b3637",3811438,3811674,236,"non-essential","essential","non-essential","essential","essential","essential"
"704","dfp","b3639",3812731,3813951,1220,"essential","essential","essential","essential","essential","essential"
"705","dut","b3640",3813929,3814387,458,"essential","essential","essential","essential","essential","essential"
"706","gmk","b3648",3821428,3822051,623,"essential","essential","essential","essential","essential","essential"
"707","spoT","b3650",3822400,3824508,2108,"non-essential","essential","non-essential","essential","non-essential","essential"
"708","gyrB","b3699",3877705,3880119,2414,"essential","essential","essential","essential","essential","essential"
"709","dnaN","b3701",3881221,3882321,1100,"essential","essential","essential","essential","essential","essential"
"710","dnaA","b3702",3882326,3883729,1403,"essential","essential","essential","essential","essential","essential"
"711","rpmH","b3703",3884336,3884476,140,"non-essential","essential","essential","non-essential","essential","essential"
"712","rnpA","b3704",3884493,3884852,359,"essential","essential","essential","essential","essential","essential"
"713","yidD","b4557",3884816,3885073,257,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"714","yidC","b3705",3885076,3886722,1646,"essential","essential","essential","essential","essential","essential"
"715","phoU","b3724",3906853,3907578,725,"non-essential","essential","non-essential","essential","non-essential","essential"
"716","glmS","b3729",3911839,3913668,1829,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"717","glmU","b3730",3913830,3915200,1370,"essential","essential","essential","essential","essential","essential"
"718","atpH","b3735",3919870,3920403,533,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"719","trpT","b3761",3946957,3947032,75,"non-essential","essential","essential","non-essential","essential","non-essential"
"720","rho","b3783",3966417,3967676,1259,"essential","essential","essential","essential","essential","essential"
"721","wzyE","b3793",3978601,3979953,1352,"essential","essential","essential","essential","essential","essential"
"722","argX","b3796",3982375,3982451,76,"non-essential","essential","essential","non-essential","essential","non-essential"
"723","hisR","b3797",3982509,3982585,76,"non-essential","essential","essential","non-essential","essential","non-essential"
"724","proM","b3799",3982735,3982811,76,"non-essential","essential","essential","non-essential","essential","non-essential"
"725","hemD","b3804",3989088,3989828,740,"essential","essential","essential","essential","essential","essential"
"726","hemC","b3805",3989825,3990766,941,"essential","essential","essential","essential","essential","essential"
"727","dapF","b3809",3994762,3995586,824,"essential","essential","essential","essential","essential","essential"
"728","yigF","b3817",4002419,4002799,380,"non-essential","essential","non-essential","essential","non-essential","essential"
"729","ubiB","b3835",4020226,4021866,1640,"essential","essential","essential","essential","essential","essential"
"730","ubiD","b3843",4024988,4026481,1493,"essential","essential","non-essential","essential","essential","essential"
"731","hemG","b3850",4034608,4035153,545,"essential","essential","essential","essential","essential","essential"
"732","polA","b3863",4046966,4049752,2786,"essential","essential","non-essential","essential","essential","essential"
"733","yihA","b3865",4050133,4050765,632,"essential","essential","non-essential","essential","essential","essential"
"734","ompL","b3875",4063603,4064295,692,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"735","tpiA","b3919",4110740,4111507,767,"essential","non-essential","non-essential","essential","non-essential","non-essential"
"736","ftsN","b3933",4122380,4123339,959,"non-essential","essential","non-essential","essential","non-essential","essential"
"737","murI","b3967",4165428,4166285,857,"essential","essential","essential","essential","essential","essential"
"738","murB","b3972",4172057,4173085,1028,"essential","essential","essential","essential","essential","essential"
"739","birA","b3973",4173082,4174047,965,"essential","essential","essential","essential","essential","essential"
"740","coaA","b3974",4174076,4175026,950,"essential","essential","essential","essential","essential","essential"
"741","thrU","b3976",4175388,4175463,75,"non-essential","essential","essential","non-essential","essential","essential"
"742","glyT","b3978",4175673,4175747,74,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"743","secE","b3981",4177358,4177741,383,"essential","essential","essential","essential","essential","essential"
"744","nusG","b3982",4177743,4178288,545,"essential","essential","essential","essential","essential","essential"
"745","rplK","b3983",4178447,4178875,428,"essential","essential","essential","essential","essential","essential"
"746","rplA","b3984",4178879,4179583,704,"essential","essential","non-essential","essential","essential","essential"
"747","rplJ","b3985",4179996,4180493,497,"essential","essential","essential","essential","essential","essential"
"748","rplL","b3986",4180560,4180925,365,"essential","essential","essential","essential","essential","essential"
"749","rpoB","b3987",4181245,4185273,4028,"essential","essential","essential","essential","essential","essential"
"750","rpoC","b3988",4185350,4189573,4223,"essential","essential","essential","essential","essential","essential"
"751","hemE","b3997",4197716,4198780,1064,"essential","essential","essential","essential","essential","essential"
"752","arpA","b4017",4220301,4222487,2186,"essential","non-essential","non-essential","essential","non-essential","essential"
"753","yjbI","b4038",4250703,4252283,1580,"non-essential","essential","non-essential","essential","non-essential","essential"
"754","ubiA","b4040",4253016,4253888,872,"essential","essential","non-essential","essential","essential","essential"
"755","plsB","b4041",4254043,4256466,2423,"essential","essential","essential","essential","essential","essential"
"756","lexA","b4043",4257115,4257723,608,"essential","essential","essential","essential","essential","essential"
"757","yjbL","b4047",4260321,4260575,254,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"758","yjbM","b4048",4260599,4261306,707,"essential","essential","non-essential","essential","essential","essential"
"759","dnaB","b4052",4264314,4265729,1415,"essential","essential","essential","essential","essential","essential"
"760","yjbS","b4621",4268809,4269012,203,"non-essential","essential","non-essential","non-essential","essential","non-essential"
"761","ssb","b4059",4274125,4274661,536,"essential","essential","essential","essential","essential","essential"
"762","yjcF","b4066",4281783,4283075,1292,"essential","essential","non-essential","essential","non-essential","essential"
"763","alsA","b4087",4309448,4310980,1532,"non-essential","essential","non-essential","essential","non-essential","essential"
"764","ghoS","b4128",4352584,4352880,296,"non-essential","essential","non-essential","essential","non-essential","essential"
"765","ghoT","b4559",4352908,4353081,173,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"766","groS","b4142",4370688,4370981,293,"essential","essential","essential","essential","essential","essential"
"767","groL","b4143",4371025,4372671,1646,"essential","essential","essential","essential","essential","essential"
"768","psd","b4160",4389392,4390360,968,"essential","essential","non-essential","essential","non-essential","essential"
"769","orn","b4162",4391604,4392149,545,"essential","essential","essential","essential","essential","essential"
"770","tsaE","b4168",4395585,4396046,461,"essential","essential","essential","essential","essential","essential"
"771","rpsF","b4200",4425118,4425513,395,"essential","essential","essential","essential","essential","essential"
"772","priB","b4201",4425520,4425834,314,"essential","essential","essential","essential","essential","essential"
"773","rpsR","b4202",4425839,4426066,227,"non-essential","essential","non-essential","essential","non-essential","essential"
"774","ytfI","b4215",4437707,4438645,938,"essential","essential","non-essential","essential","non-essential","essential"
"775","ppa","b4226",4449122,4449652,530,"essential","essential","essential","essential","essential","essential"
"776","yjgL","b4253",4475437,4477251,1814,"essential","essential","non-essential","essential","non-essential","essential"
"777","yjgN","b4257",4479730,4480926,1196,"non-essential","essential","non-essential","essential","non-essential","essential"
"778","valS","b4258",4480982,4483837,2855,"essential","essential","essential","essential","essential","essential"
"779","holC","b4259",4483837,4484280,443,"essential","essential","non-essential","essential","essential","essential"
"780","lptF","b4261",4486218,4487318,1100,"essential","essential","essential","essential","essential","essential"
"781","lptG","b4262",4487318,4488400,1082,"essential","essential","essential","essential","essential","essential"
"782","nanX","b4279",4504058,4505275,1217,"essential","essential","non-essential","essential","essential","essential"
"783","nanY","b4280",4505287,4506405,1118,"essential","essential","non-essential","essential","non-essential","essential"
"784","ythA","b4655",4506448,4506573,125,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"785","yjhI","b4299",4525015,4525803,788,"non-essential","essential","non-essential","essential","non-essential","essential"
"786","fimB","b4312",4540957,4541559,602,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"787","ytiC","b4720",4556574,4556675,101,"non-essential","essential","essential","non-essential","essential","essential"
"788","ytiD","b4721",4556654,4556797,143,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"789","mcrC","b4345",4576912,4577958,1046,"essential","essential","non-essential","essential","non-essential","essential"
"790","hsdS","b4348",4580068,4581462,1394,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"791","dnaC","b4361",4600238,4600975,737,"essential","essential","essential","essential","essential","essential"
"792","dnaT","b4362",4600978,4601517,539,"essential","non-essential","non-essential","non-essential","essential","non-essential"
"793","holD","b4372",4607803,4608216,413,"essential","essential","non-essential","essential","essential","essential"
