"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"605","rpmD",17365,3442565,3442744,179,"non-essential","non-essential","essential","non-essential","essential","essential"
"606","rpsE",17366,3442748,3443251,503,"non-essential","essential","essential","non-essential","essential","essential"
"607","rplR",17367,3443266,3443619,353,"non-essential","essential","essential","non-essential","essential","essential"
"608","rplF",17368,3443629,3444162,533,"non-essential","essential","essential","non-essential","essential","essential"
"609","rpsH",17369,3444175,3444567,392,"non-essential","essential","essential","non-essential","essential","essential"
"610","rpsN",17370,3444601,3444906,305,"non-essential","essential","essential","non-essential","essential","essential"
"611","rplE",17371,3444921,3445460,539,"non-essential","essential","essential","non-essential","essential","essential"
"612","rplX",17372,3445475,3445789,314,"non-essential","essential","essential","non-essential","essential","essential"
"613","rplN",17373,3445800,3446171,371,"non-essential","essential","essential","non-essential","essential","essential"
"614","rpsQ",17374,3446336,3446590,254,"non-essential","essential","essential","non-essential","essential","essential"
"615","rpmC",17375,3446590,3446781,191,"non-essential","non-essential","essential","non-essential","essential","essential"
"616","rplP",17376,3446781,3447191,410,"non-essential","essential","essential","non-essential","essential","essential"
"617","rpsC",17377,3447204,3447905,701,"essential","essential","essential","non-essential","essential","essential"
"618","rplV",17378,3447923,3448255,332,"non-essential","essential","essential","non-essential","essential","essential"
"619","rpsS",17379,3448270,3448548,278,"non-essential","essential","essential","non-essential","essential","essential"
"620","rplB",17380,3448565,3449386,821,"essential","essential","essential","essential","essential","essential"
"621","rplW",17381,3449404,3449706,302,"non-essential","essential","essential","non-essential","essential","essential"
"622","rplD",17382,3449703,3450308,605,"essential","essential","essential","non-essential","essential","essential"
"623","rplC",17383,3450319,3450948,629,"essential","essential","essential","non-essential","essential","essential"
"624","rpsJ",17384,3450981,3451292,311,"non-essential","essential","essential","non-essential","essential","essential"
"625","tufA",17402,3468167,3469351,1184,"essential","essential","non-essential","essential","essential","essential"
"626","fusA",17403,3469422,3471536,2114,"essential","essential","essential","essential","essential","essential"
"627","rpsL",17405,3472200,3472574,374,"non-essential","essential","essential","non-essential","essential","non-essential"
"628","yheM",17407,3472995,3473354,359,"non-essential","essential","essential","non-essential","essential","non-essential"
"629","crp",17420,3484142,3484774,632,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"630","trpS",17447,3510656,3511660,1004,"essential","essential","essential","essential","essential","essential"
"631","yrfF",17461,3524491,3526626,2135,"essential","essential","non-essential","essential","non-essential","essential"
"632","asd",17495,3571798,3572901,1103,"essential","essential","essential","essential","essential","essential"
"633","yrhA",17504,3581061,3581441,380,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"634","insA-6",17505,3581506,3581781,275,"non-essential","essential","essential","non-essential","essential","essential"
"635","insB-6",17506,3581700,3582203,503,"non-essential","essential","essential","non-essential","essential","essential"
"636","rpoH",17522,3597952,3598806,854,"essential","essential","non-essential","essential","essential","essential"
"637","ftsY",17525,3600773,3602266,1493,"essential","essential","non-essential","essential","essential","essential"
"638","rhsB",1937029,3617215,3621450,4235,"non-essential","essential","non-essential","essential","non-essential","essential"
"639","yhhI",17545,3622401,3623537,1136,"non-essential","essential","non-essential","essential","non-essential","essential"
"640","yhiL",3446214,3630875,3632481,1606,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"641","yhiS",17565,3649314,3650054,740,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"642","insH-11",17566,3650205,3651221,1016,"essential","essential","essential","essential","essential","essential"
"643","gadA",17578,3664203,3665603,1400,"non-essential","essential","non-essential","essential","non-essential","essential"
"644","glyS",17620,3720351,3722420,2069,"essential","essential","essential","essential","essential","essential"
"645","glyQ",17621,3722430,3723341,911,"essential","essential","essential","essential","essential","essential"
"646","rhsA",17654,3760206,3764339,4133,"non-essential","essential","non-essential","essential","non-essential","essential"
"647","yibG",17657,3766200,3766661,461,"non-essential","essential","essential","non-essential","essential","non-essential"
"648","yibV",3446228,3767368,3767806,438,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"649","gpsA",17669,3780665,3781684,1019,"essential","essential","essential","essential","essential","essential"
"650","kdtA",17694,3806563,3807840,1277,"essential","essential","essential","essential","essential","essential"
"651","coaD",17695,3807848,3808327,479,"non-essential","essential","essential","non-essential","essential","essential"
"652","rpmB",17698,3809461,3809697,236,"non-essential","essential","essential","non-essential","essential","non-essential"
"653","dfp",17700,3810754,3811974,1220,"essential","essential","essential","essential","essential","essential"
"654","dut",17701,3811955,3812410,455,"non-essential","essential","essential","non-essential","essential","essential"
"655","gmk",17709,3819451,3820074,623,"essential","essential","essential","non-essential","essential","essential"
"656","spoT",17711,3820423,3822531,2108,"non-essential","essential","non-essential","essential","non-essential","essential"
"657","istR",3446233,3851141,3851280,139,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"658","gyrB",1937098,3875728,3878142,2414,"essential","essential","essential","essential","essential","essential"
"659","dnaN",17760,3879244,3880344,1100,"essential","essential","essential","essential","essential","essential"
"660","dnaA",17761,3880349,3881752,1403,"essential","essential","essential","essential","essential","essential"
"661","rpmH",17762,3882359,3882499,140,"non-essential","non-essential","essential","non-essential","essential","essential"
"662","rnpA",17763,3882516,3882875,359,"non-essential","essential","essential","non-essential","essential","essential"
"663","yidD",1937099,3882839,3883096,257,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"664","yidC",17765,3883099,3884745,1646,"essential","essential","essential","essential","essential","essential"
"665","phoU",17784,3904876,3905601,725,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"666","glmS",17789,3909862,3911691,1829,"essential","essential","essential","essential","essential","essential"
"667","glmU",17790,3911853,3913223,1370,"essential","essential","essential","essential","essential","essential"
"668","atpA",17794,3916339,3917880,1541,"essential","non-essential","non-essential","essential","non-essential","essential"
"669","atpF",17796,3918441,3918911,470,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"670","atpE",17797,3918973,3919212,239,"non-essential","essential","essential","non-essential","essential","non-essential"
"671","atpB",17798,3919259,3920074,815,"essential","essential","essential","essential","essential","essential"
"672","rrsC",1937109,3939831,3941372,1541,"essential","essential","essential","essential","essential","essential"
"673","gltU",1937110,3941458,3941533,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"674","rrlC",1937111,3941727,3944630,2903,"essential","essential","essential","essential","essential","essential"
"675","rrfC",1937112,3944723,3944842,119,"non-essential","non-essential","essential","non-essential","essential","essential"
"676","aspT",1937113,3944895,3944971,76,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"677","ilvX",7497369,3948530,3948580,50,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"678","rho",17834,3964440,3965699,1259,"essential","essential","essential","essential","essential","essential"
"679","wzyE",17845,3976624,3977976,1352,"essential","essential","essential","essential","essential","essential"
"680","yifK",1937132,3978910,3980295,1385,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"681","argX",1937133,3980398,3980474,76,"non-essential","non-essential","essential","non-essential","essential","essential"
"682","hisR",1937134,3980532,3980608,76,"non-essential","non-essential","essential","non-essential","essential","essential"
"683","leuT",1937135,3980629,3980715,86,"non-essential","non-essential","essential","non-essential","essential","essential"
"684","proM",1937136,3980758,3980834,76,"non-essential","non-essential","essential","non-essential","essential","essential"
"685","hemD",17852,3987111,3987851,740,"essential","essential","essential","essential","essential","essential"
"686","hemC",1937139,3987848,3988789,941,"essential","essential","essential","essential","essential","essential"
"687","cyaA",17854,3989176,3991722,2546,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"688","dapF",17858,3992785,3993609,824,"essential","essential","essential","essential","essential","essential"
"689","ubiE",1937152,4016878,4017633,755,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"690","yigP",17882,4017647,4018252,605,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"691","ubiB",17883,4018249,4019889,1640,"essential","essential","essential","essential","essential","essential"
"692","ubiD",17889,4023011,4024504,1493,"essential","essential","essential","essential","essential","essential"
"693","rrsA",1937159,4033554,4035095,1541,"essential","essential","essential","essential","essential","essential"
"694","ileT",1937160,4035164,4035240,76,"non-essential","non-essential","essential","non-essential","essential","essential"
"695","alaT",1937161,4035283,4035358,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"696","rrlA",1937162,4035542,4038446,2904,"essential","essential","essential","essential","essential","essential"
"697","rrfA",1937163,4038540,4038659,119,"non-essential","non-essential","essential","non-essential","essential","essential"
"698","polA",17904,4044989,4047775,2786,"essential","non-essential","non-essential","essential","non-essential","essential"
"699","yihA",17905,4048156,4048788,632,"non-essential","essential","non-essential","non-essential","essential","non-essential"
"700","rhaD",17942,4091471,4092295,824,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"701","rhaA",1937180,4092746,4094005,1259,"essential","essential","essential","essential","essential","essential"
"702","rhaB",17944,4094002,4095471,1469,"essential","essential","essential","essential","essential","essential"
"703","priA",17974,4122635,4124833,2198,"essential","essential","non-essential","essential","non-essential","essential"
"704","rpmE",17975,4125036,4125248,212,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"705","murI",18006,4163451,4164308,857,"essential","essential","non-essential","essential","essential","essential"
"706","rrsB",1937193,4164682,4166223,1541,"essential","essential","essential","essential","essential","essential"
"707","gltT",1937194,4166395,4166470,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"708","rrlB",1937195,4166664,4169567,2903,"essential","essential","essential","essential","essential","essential"
"709","rrfB",1937196,4169660,4169779,119,"non-essential","non-essential","essential","non-essential","essential","essential"
"710","murB",18007,4170080,4171108,1028,"essential","essential","essential","essential","essential","essential"
"711","birA",18008,4171105,4172070,965,"non-essential","essential","non-essential","essential","non-essential","essential"
"712","coaA",18009,4172099,4173049,950,"essential","essential","non-essential","essential","essential","essential"
"713","thrU",1937197,4173411,4173486,75,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"714","glyT",1937199,4173696,4173770,74,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"715","tufB",18011,4173967,4175151,1184,"essential","essential","non-essential","essential","essential","essential"
"716","secE",18012,4175381,4175764,383,"non-essential","essential","essential","non-essential","essential","essential"
"717","nusG",18013,4175766,4176311,545,"non-essential","essential","essential","non-essential","essential","essential"
"718","rplK",18014,4176470,4176898,428,"non-essential","essential","essential","non-essential","essential","essential"
"719","rplA",18015,4176902,4177606,704,"non-essential","essential","non-essential","non-essential","non-essential","essential"
"720","rplJ",18016,4178019,4178516,497,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"721","rplL",18017,4178583,4178948,365,"non-essential","essential","essential","non-essential","essential","essential"
"722","rpoB",18018,4179268,4183296,4028,"essential","essential","essential","essential","essential","essential"
"723","rpoC",18019,4183373,4187596,4223,"essential","essential","essential","essential","essential","essential"
"724","hemE",18029,4195739,4196803,1064,"essential","essential","essential","essential","essential","essential"
"725","rrsE",1937207,4206170,4207711,1541,"essential","essential","essential","essential","essential","essential"
"726","gltV",1937208,4207797,4207872,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"727","rrlE",1937209,4208066,4210969,2903,"essential","essential","essential","essential","essential","essential"
"728","rrfE",1937210,4211063,4211182,119,"non-essential","non-essential","essential","non-essential","essential","essential"
"729","yjbI",18066,4248726,4248908,182,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"730","ubiA",18068,4251039,4251911,872,"essential","essential","essential","essential","essential","essential"
"731","plsB",18069,4252066,4254489,2423,"essential","essential","non-essential","essential","essential","essential"
"732","lexA",18071,4255138,4255746,608,"essential","essential","essential","non-essential","essential","essential"
"733","yjbL",18075,4258344,4258598,254,"non-essential","essential","essential","non-essential","essential","essential"
"734","yjbM",18076,4258622,4259329,707,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"735","dnaB",18080,4262337,4263752,1415,"essential","essential","essential","essential","essential","essential"
"736","yjbS",3446237,4266832,4267035,203,"non-essential","non-essential","essential","non-essential","essential","essential"
"737","ssb",18087,4272148,4272684,536,"non-essential","essential","essential","non-essential","essential","essential"
"738","ryjA",1937218,4275950,4276089,139,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"739","yjcF",18094,4279806,4281098,1292,"non-essential","essential","non-essential","essential","non-essential","essential"
"740","pmrR",12785253,4330139,4330228,89,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"741","pheU",1937229,4360574,4360649,75,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"742","groS",18170,4368711,4369004,293,"non-essential","essential","essential","non-essential","essential","non-essential"
"743","GroEL",18171,4369048,4370694,1646,"essential","essential","essential","essential","essential","essential"
"744","efp",18175,4373722,4374288,566,"non-essential","essential","essential","non-essential","essential","non-essential"
"745","psd",18188,4387415,4388383,968,"non-essential","essential","non-essential","essential","non-essential","essential"
"746","yjeQ",18189,4388480,4389532,1052,"essential","non-essential","non-essential","non-essential","essential","non-essential"
"747","yjeR",18190,4389627,4390172,545,"non-essential","essential","essential","non-essential","essential","essential"
"748","glyX",1937242,4390495,4390570,75,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"749","yjeE",18193,4393608,4394069,461,"non-essential","essential","essential","non-essential","essential","non-essential"
"750","ytfI",1937253,4435730,4436668,938,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"751","ppa",18251,4447145,4447675,530,"non-essential","essential","essential","non-essential","essential","essential"
"752","valS",18283,4479005,4481860,2855,"essential","essential","essential","essential","essential","essential"
"753","holC",18284,4481860,4482303,443,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"754","yjgP",18286,4484241,4485341,1100,"essential","essential","non-essential","essential","essential","essential"
"755","yjgQ",18287,4485341,4486423,1082,"essential","essential","non-essential","essential","non-essential","essential"
"756","insC",18296,4496295,4496660,365,"non-essential","essential","essential","non-essential","essential","essential"
"757","insD-6",18297,4496618,4497523,905,"essential","essential","essential","essential","essential","essential"
"758","insI-3",18308,4505489,4506640,1151,"essential","essential","essential","essential","essential","essential"
"759","dnaC",18385,4598261,4598998,737,"essential","essential","essential","essential","essential","essential"
"760","dnaT",18386,4599001,4599540,539,"non-essential","essential","essential","non-essential","essential","essential"
"761","holD",18393,4605826,4606239,413,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
