"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"2533","nuoA","STM14_2869",2490607,2491050,443,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2534","unnamed_gene_1129","STM14_2870",2491031,2491153,122,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2535","unnamed_gene_1130","STM14_2871",2491241,2491357,116,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2536","unnamed_gene_1131","STM14_2872",2491445,2491597,152,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2537","lrhA","STM14_2873",2491677,2492615,938,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2538","yfbQ","STM14_2874",2493547,2494761,1214,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2539","unnamed_gene_1132","STM14_2875",2494855,2495454,599,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2540","yfbS","STM14_2876",2495546,2497372,1826,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2541","yfbT","STM14_2877",2497449,2498108,659,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2542","yfbU","STM14_2878",2498119,2498613,494,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2543","unnamed_gene_1133","STM14_2879",2498696,2499151,455,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2544","unnamed_gene_1134","STM14_2880",2499179,2499430,251,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2545","unnamed_gene_1135","STM14_2881",2499320,2499454,134,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2546","ackA","STM14_2882",2499491,2500693,1202,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2547","pta","STM14_2883",2500770,2502914,2144,"essential","non-essential","non-essential","non-essential","essential","non-essential"
"2548","yfcC","STM14_2884",2503132,2504652,1520,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2549","unnamed_gene_1136","STM14_2885",2504701,2505654,953,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2550","unnamed_gene_1137","STM14_2886",2505647,2506477,830,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2551","ulaA_2","STM14_2887",2506474,2507871,1397,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2552","unnamed_gene_1140","STM14_2890",2508681,2508854,173,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2553","unnamed_gene_1141","STM14_2891",2508935,2509954,1019,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2554","unnamed_gene_1142","STM14_2892",2509960,2510514,554,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2555","yfcE","STM14_2893",2510571,2511122,551,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2556","yfcF","STM14_2894",2511178,2511822,644,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2557","yfcG","STM14_2895",2511965,2512612,647,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2558","yfcH","STM14_2896",2512738,2513631,893,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2559","hisP","STM14_2897",2513683,2514459,776,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2560","hisM","STM14_2898",2514470,2515177,707,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2561","hisQ","STM14_2899",2515174,2515860,686,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2562","hisJ","STM14_2900",2516043,2516825,782,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2563","argT","STM14_2901",2517063,2517845,782,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2564","unnamed_gene_1143","STM14_2902",2517875,2518045,170,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"2565","ubiX","STM14_2903",2518134,2518703,569,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2566","unnamed_gene_1144","STM14_2904",2518730,2520136,1406,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2567","unnamed_gene_1145","STM14_2905",2520200,2521303,1103,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2568","unnamed_gene_1147","STM14_2907",2522817,2524214,1397,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2569","unnamed_gene_1148","STM14_2908",2524425,2525852,1427,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2570","purF","STM14_2909",2525888,2527405,1517,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2571","cvpA","STM14_2910",2527443,2527931,488,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2572","unnamed_gene_1149","STM14_2911",2527947,2528102,155,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2573","dedD","STM14_2912",2528242,2528916,674,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2574","folC","STM14_2913",2528906,2530174,1268,"essential","essential","essential","essential","non-essential","essential"
"2575","accD","STM14_2914",2530242,2531156,914,"essential","essential","essential","essential","non-essential","essential"
"2576","dedA","STM14_2915",2531306,2531965,659,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2577","truA","STM14_2916",2532014,2532826,812,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2578","usg","STM14_2917",2532826,2533839,1013,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2579","pdxB","STM14_2918",2533907,2535157,1250,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2580","flk","STM14_2919",2535147,2536148,1001,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2581","unnamed_gene_1150","STM14_2920",2536145,2537323,1178,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2582","unnamed_gene_1151","STM14_2921",2537322,2537438,116,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2583","fabB","STM14_2927",2540174,2541388,1214,"essential","essential","non-essential","essential","non-essential","essential"
"2584","mnmC","STM14_2928",2541548,2543548,2000,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2585","yfcL","STM14_2929",2543600,2543875,275,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2586","yfcM","STM14_2930",2543908,2544456,548,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2587","yfcA","STM14_2931",2544456,2545265,809,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2588","mepA","STM14_2932",2545265,2546089,824,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2589","aroC","STM14_2933",2546093,2547178,1085,"essential","non-essential","non-essential","essential","essential","essential"
"2590","yfcB","STM14_2934",2547214,2548146,932,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2591","yfcN","STM14_2935",2548312,2548863,551,"non-essential","essential","non-essential","essential","essential","non-essential"
"2592","sixA","STM14_2936",2548963,2549448,485,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2593","fadJ","STM14_2937",2549657,2551804,2147,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2594","fadI","STM14_2938",2551804,2553114,1310,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2595","yfcZ","STM14_2939",2553292,2553576,284,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2596","unnamed_gene_1157","STM14_2940",2553683,2553823,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2597","unnamed_gene_1158","STM14_2941",2553820,2553948,128,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2598","fadL","STM14_2942",2553941,2555254,1313,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2599","unnamed_gene_1159","STM14_2943",2555315,2556166,851,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2600","yfdC","STM14_2944",2556359,2557300,941,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2601","pgtA","STM14_2947",2558813,2560060,1247,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2602","pgtB","STM14_2948",2560050,2562056,2006,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2603","pgtC","STM14_2949",2562053,2563363,1310,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2604","pgtP","STM14_2950",2563682,2565073,1391,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2605","unnamed_gene_1161","STM14_2952",2565752,2565865,113,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2606","ddg","STM14_2953",2566113,2567033,920,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2607","yfdZ","STM14_2954",2567557,2568795,1238,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2608","unnamed_gene_1162","STM14_2955",2569137,2569283,146,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2609","glk","STM14_2956",2569516,2570481,965,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"2610","unnamed_gene_1163","STM14_2957",2570685,2571920,1235,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2611","unnamed_gene_1164","STM14_2958",2571940,2573592,1652,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2612","unnamed_gene_1165","STM14_2959",2573587,2573775,188,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2613","unnamed_gene_1166","STM14_2960",2573772,2574770,998,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2614","ypeC","STM14_2961",2574884,2575210,326,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2615","mntH","STM14_2962",2575271,2576512,1241,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2616","nupC","STM14_2963",2576855,2578057,1202,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2617","yfeA","STM14_2964",2578110,2580299,2189,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2618","alaX","STM14_2965",2580490,2580565,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2619","alaW","STM14_2966",2580608,2580683,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2620","yfeC","STM14_2967",2580905,2581267,362,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2621","yfeD","STM14_2968",2581269,2581661,392,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2622","gltX","STM14_2969",2581715,2583130,1415,"essential","essential","essential","essential","non-essential","essential"
"2623","valU","STM14_2970",2583389,2583464,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2624","valX","STM14_2971",2583510,2583585,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2625","valY","STM14_2972",2583627,2583702,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2626","lysV","STM14_2973",2583705,2583782,77,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2627","xapR","STM14_2974",2583946,2584830,884,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2628","unnamed_gene_1167","STM14_2975",2584882,2585040,158,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2629","xapB","STM14_2976",2585099,2586355,1256,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2630","unnamed_gene_1168","STM14_2977",2586410,2587333,923,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2631","yfeR","STM14_2979",2588322,2589248,926,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2632","yfeH","STM14_2980",2589338,2590336,998,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2633","unnamed_gene_1169","STM14_2981",2590333,2590560,227,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2634","ligA","STM14_2982",2590553,2592568,2015,"essential","essential","essential","essential","non-essential","essential"
"2635","zipA","STM14_2983",2592640,2593626,986,"essential","essential","essential","essential","non-essential","essential"
"2636","cysZ","STM14_2984",2593747,2594619,872,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2637","cysK","STM14_2985",2594783,2595754,971,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2638","unnamed_gene_1170","STM14_2986",2595762,2595923,161,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2639","unnamed_gene_1171","STM14_2987",2595873,2596028,155,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2640","unnamed_gene_1172","STM14_2988",2595966,2596094,128,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2641","ptsH","STM14_2989",2596138,2596395,257,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2642","ptsI","STM14_2990",2596444,2598171,1727,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2643","crr","STM14_2991",2598212,2598721,509,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2644","unnamed_gene_1173","STM14_2992",2598870,2599109,239,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2645","pdxK","STM14_2993",2599106,2599972,866,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2646","ptsJ","STM14_2994",2600055,2601347,1292,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2647","yfeJ","STM14_2995",2601362,2602081,719,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2648","yfeK","STM14_2996",2602140,2602520,380,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2649","yfeL","STM14_2997",2602533,2603072,539,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2650","cysM","STM14_2998",2603203,2604114,911,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2651","cysA","STM14_2999",2604182,2605279,1097,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2652","cysW","STM14_3000",2605269,2606144,875,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2653","cysU","STM14_3001",2606144,2606977,833,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2654","cysP","STM14_3002",2606977,2607993,1016,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2655","ucpA","STM14_3003",2608151,2608942,791,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2656","unnamed_gene_1174","STM14_3004",2609180,2610079,899,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2657","unnamed_gene_1175","STM14_3005",2610174,2610749,575,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2658","unnamed_gene_1176","STM14_3007",2611247,2611807,560,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2659","amiA","STM14_3008",2611885,2612754,869,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2660","hemF","STM14_3009",2612757,2613656,899,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2661","unnamed_gene_1178","STM14_3011",2614135,2615412,1277,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2662","eutR","STM14_3012",2615612,2616664,1052,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2663","eutK","STM14_3013",2616712,2617206,494,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2664","eutL","STM14_3014",2617219,2617878,659,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2665","eutC","STM14_3015",2617888,2618784,896,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2666","eutB","STM14_3016",2618803,2620164,1361,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2667","eutA","STM14_3017",2620176,2621579,1403,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2668","eutH","STM14_3018",2621576,2622802,1226,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2669","eutG","STM14_3019",2622922,2624109,1187,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2670","eutJ","STM14_3020",2624099,2624938,839,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2671","eutE","STM14_3021",2624949,2626352,1403,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2672","eutN","STM14_3022",2626364,2626711,347,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2673","eutM","STM14_3023",2626764,2627054,290,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2674","eutD","STM14_3024",2627095,2628111,1016,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2675","eutT","STM14_3025",2628108,2628911,803,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2676","eutQ","STM14_3026",2628908,2629597,689,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2677","eutP","STM14_3027",2629575,2630054,479,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2678","maeB","STM14_3031",2631531,2633810,2279,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2679","unnamed_gene_1180","STM14_3032",2633812,2634012,200,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2680","talA","STM14_3033",2634082,2635032,950,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2681","tktB","STM14_3034",2635052,2637052,2000,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2682","unnamed_gene_1181","STM14_3035",2637115,2637345,230,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2683","ypfG","STM14_3037",2637473,2638516,1043,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2684","yffH","STM14_3038",2638641,2639216,575,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2685","aegA","STM14_3041",2641167,2643128,1961,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2686","narQ","STM14_3042",2643176,2645014,1838,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2687","unnamed_gene_1185","STM14_3043",2645096,2645227,131,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2688","acrD","STM14_3044",2645199,2648312,3113,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2689","yffB","STM14_3045",2648886,2649242,356,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2690","dapE","STM14_3046",2649246,2650373,1127,"essential","essential","essential","essential","non-essential","essential"
"2691","unnamed_gene_1186","STM14_3047",2650401,2650601,200,"non-essential","non-essential","essential","non-essential","non-essential","essential"
"2692","ypfI","STM14_3048",2650628,2652646,2018,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2693","unnamed_gene_1187","STM14_3049",2652662,2653525,863,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2694","purC","STM14_3050",2653656,2654369,713,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2695","nlpB","STM14_3051",2654544,2655578,1034,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2696","dapA","STM14_3052",2655595,2656473,878,"essential","essential","essential","essential","non-essential","essential"
"2697","gcvR","STM14_3053",2656619,2657191,572,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2698","bcp","STM14_3054",2657191,2657661,470,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2699","unnamed_gene_1188","STM14_3055",2657708,2658061,353,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2700","unnamed_gene_1189","STM14_3056",2657883,2658191,308,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2701","perM","STM14_3057",2658248,2659315,1067,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2702","unnamed_gene_1190","STM14_3058",2659523,2660986,1463,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2703","yfgD","STM14_3059",2661026,2661385,359,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2704","yfgE","STM14_3060",2661412,2662137,725,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2705","uraA","STM14_3061",2662208,2663497,1289,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"2706","upp","STM14_3062",2663585,2664211,626,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2707","unnamed_gene_1191","STM14_3063",2664349,2664552,203,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2708","purM","STM14_3064",2664610,2665662,1052,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2709","purN","STM14_3065",2665662,2666300,638,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2710","ppk","STM14_3066",2666489,2668555,2066,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2711","ppx","STM14_3067",2668560,2670101,1541,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2712","unnamed_gene_1193","STM14_3069",2672447,2672584,137,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2713","unnamed_gene_1195","STM14_3071",2672763,2672954,191,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2714","guaA","STM14_3075",2674357,2675934,1577,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2715","guaB","STM14_3076",2676004,2677554,1550,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2716","xseA","STM14_3077",2677631,2678980,1349,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2717","shdA","STM14_3078",2679142,2685111,5969,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2718","unnamed_gene_1201","STM14_3081",2685854,2685967,113,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2719","ratB","STM14_3082",2685955,2693261,7306,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2720","ratA","STM14_3083",2693427,2699024,5597,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2721","sinI","STM14_3084",2699144,2700103,959,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2722","sinH","STM14_3085",2700161,2702353,2192,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2723","unnamed_gene_1202","STM14_3086",2702354,2702470,116,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2724","yfgJ","STM14_3088",2702699,2702920,221,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2725","engA","STM14_3089",2703009,2704481,1472,"essential","essential","non-essential","essential","non-essential","essential"
"2726","unnamed_gene_1204","STM14_3090",2704480,2704581,101,"non-essential","non-essential","essential","non-essential","non-essential","essential"
"2727","yfgL","STM14_3091",2704600,2705778,1178,"essential","essential","non-essential","essential","non-essential","essential"
"2728","yfgM","STM14_3092",2705789,2706409,620,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2729","hisS","STM14_3093",2706423,2707697,1274,"essential","essential","essential","essential","non-essential","essential"
"2730","ispG","STM14_3094",2707808,2708926,1118,"essential","essential","essential","essential","non-essential","essential"
"2731","yfgA","STM14_3095",2708953,2709957,1004,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2732","unnamed_gene_1205","STM14_3096",2710094,2710216,122,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2733","yfgB","STM14_3097",2710249,2711415,1166,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2734","ndk","STM14_3098",2711622,2712053,431,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2735","unnamed_gene_1206","STM14_3099",2712052,2712147,95,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2736","unnamed_gene_1207","STM14_3100",2712174,2713037,863,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2737","unnamed_gene_1208","STM14_3101",2713037,2713846,809,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2738","unnamed_gene_1209","STM14_3102",2713839,2714468,629,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2739","unnamed_gene_1210","STM14_3103",2714465,2716870,2405,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2740","pbpC","STM14_3104",2716999,2719314,2315,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2741","unnamed_gene_1211","STM14_3105",2719315,2724249,4934,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2742","sseA","STM14_3106",2724458,2725300,842,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2743","unnamed_gene_1214","STM14_3109",2726253,2726387,134,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2744","sseB","STM14_3110",2726784,2727569,785,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2745","pepB","STM14_3111",2727670,2728953,1283,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2746","yfhJ","STM14_3112",2729200,2729400,200,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2747","fdx","STM14_3113",2729412,2729747,335,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2748","hscA","STM14_3114",2729749,2731599,1850,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2749","hscB","STM14_3115",2731612,2732127,515,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2750","iscA","STM14_3116",2732323,2732646,323,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2751","nifS","STM14_3118",2733089,2734303,1214,"essential","non-essential","non-essential","essential","non-essential","non-essential"
"2752","unnamed_gene_1215","STM14_3119",2734356,2734475,119,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2753","yfhP","STM14_3120",2734484,2734978,494,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2754","unnamed_gene_1216","STM14_3121",2735138,2735869,731,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2755","unnamed_gene_1217","STM14_3122",2735856,2735978,122,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2756","unnamed_gene_1218","STM14_3123",2735883,2735993,110,"non-essential","non-essential","non-essential","non-essential","essential","essential"
"2757","suhB","STM14_3124",2735988,2736791,803,"essential","essential","non-essential","essential","non-essential","essential"
"2758","unnamed_gene_1219","STM14_3125",2736936,2737814,878,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2759","asrA","STM14_3126",2737996,2739039,1043,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2760","asrB","STM14_3127",2739043,2739861,818,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2761","asrC","STM14_3128",2739872,2740885,1013,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2762","unnamed_gene_1220","STM14_3129",2740886,2741872,986,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2763","unnamed_gene_1221","STM14_3130",2741863,2742501,638,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2764","csiE","STM14_3131",2742627,2743904,1277,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2765","hcaT","STM14_3132",2743899,2745038,1139,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2766","glyA","STM14_3133",2745234,2746487,1253,"essential","essential","essential","essential","non-essential","essential"
"2767","unnamed_gene_1222","STM14_3134",2746625,2746771,146,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"2768","hmpA","STM14_3135",2746812,2748002,1190,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2769","cadA","STM14_3138",2751503,2753647,2144,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2770","yjdL","STM14_3139",2753703,2755163,1460,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2771","glnB","STM14_3140",2755212,2755550,338,"non-essential","essential","essential","non-essential","non-essential","non-essential"
"2772","yfhA","STM14_3141",2755627,2756964,1337,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2773","yfhG","STM14_3142",2756961,2757725,764,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2774","yfhK","STM14_3143",2757727,2759169,1442,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2775","unnamed_gene_1223","STM14_3144",2759420,2759548,128,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"2776","purG","STM14_3145",2759807,2763694,3887,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
